,Country Name,Country Code,Indicator Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
154,Middle income,MIC,Scientific and technical journal articles,,,,,,,,,,,225584.332533155,271693.093468645,335854.633780083,379528.068807935,427287.53075833,488068.72285839205,556928.506447789,613660.84713803,666932.1175175289,688783.659062364,745455.495387603,806852.495271247,845630.227292414,886566.597704676,
155,"Macedonia, FYR",MKD,Scientific and technical journal articles,,,,,,,,,,,144.3,226.7,238.9,219.9,284.2,293.9,355.9,346.1,434.3,496.1,505.6,556.7,576.4,483.1,
156,Mali,MLI,Scientific and technical journal articles,,,,,,,,,,,36.9,33.7,39.7,63.6,67.8,67.5,73.0,79.0,88.1,87.2,65.1,73.6,70.2,87.3,
157,Malta,MLT,Scientific and technical journal articles,,,,,,,,,,,77.9,62.9,77.1,81.5,109.4,177.0,157.7,184.5,201.5,250.5,265.3,297.3,302.2,320.4,
158,Myanmar,MMR,Scientific and technical journal articles,,,,,,,,,,,12.5,14.4,51.1,29.7,38.2,58.4,87.6,56.0,96.4,42.9,36.7,46.6,76.4,110.8,
159,Middle East & North Africa (excluding high income),MNA,Scientific and technical journal articles,,,,,,,,,,,11234.170873451001,13412.4164137224,16192.1782080555,20629.700993863,25079.5656873388,30494.7294215573,36897.1446060594,43155.1999361139,51244.8145967747,54513.4980284908,57901.3516834301,62044.3884592185,63837.910435044,71179.3222341105,
160,Montenegro,MNE,Scientific and technical journal articles,,,,,,,,,,,,,,,64.0,66.0,67.3,106.8,133.7,162.1,198.8,219.3,206.0,257.8,
161,Mongolia,MNG,Scientific and technical journal articles,,,,,,,,,,,34.2,31.8,37.4,49.2,111.9,89.0,102.1,93.4,104.9,132.2,169.2,122.2,103.5,112.3,
162,Northern Mariana Islands,MNP,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,
163,Mozambique,MOZ,Scientific and technical journal articles,,,,,,,,,,,24.9,30.4,35.8,43.3,40.5,49.0,58.0,45.8,73.9,60.6,67.9,85.3,102.6,100.6,
164,Mauritania,MRT,Scientific and technical journal articles,,,,,,,,,,,4.9,6.4,10.5,7.3,9.0,5.0,7.3,6.6,13.3,12.7,16.2,12.8,13.8,19.7,
165,Mauritius,MUS,Scientific and technical journal articles,,,,,,,,,,,47.4,55.7,66.8,61.0,59.1,70.2,79.4,87.8,63.5,108.4,120.3,122.6,121.5,156.0,
166,Malawi,MWI,Scientific and technical journal articles,,,,,,,,,,,77.8,77.2,81.9,85.0,130.1,136.2,111.9,142.3,166.8,171.6,159.7,186.9,197.0,203.1,
167,Malaysia,MYS,Scientific and technical journal articles,,,,,,,,,,,1741.1,2019.1,2433.6,3229.9,3903.0,6108.1,8035.2,11056.8,14003.8,14742.2,16291.1,17348.9,19088.7,20331.5,
168,North America,NAC,Scientific and technical journal articles,,,,,,,,,,,359529.579424166,389572.076535811,426869.94952131296,432455.708777272,441861.892519773,445434.169948925,454498.28882392397,466675.89812596,482955.285269007,492535.802071173,495917.14329212,501864.27107623295,489728.26966451295,466429.551409979,
169,Namibia,NAM,Scientific and technical journal articles,,,,,,,,,,,39.9,31.0,50.3,34.7,38.3,36.0,33.2,39.0,46.9,66.0,86.1,94.8,99.4,107.7,
170,New Caledonia,NCL,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,
171,Niger,NER,Scientific and technical journal articles,,,,,,,,,,,22.1,22.5,22.2,29.8,29.2,26.9,55.5,66.1,31.9,32.0,32.7,49.6,56.1,56.1,
172,Nigeria,NGA,Scientific and technical journal articles,,,,,,,,,,,1222.5,1456.7,1660.5,2049.7,2297.2,2328.3,3001.9,3458.1,3783.5,3582.1,3809.3,3994.7,3742.8,3821.6,
173,Nicaragua,NIC,Scientific and technical journal articles,,,,,,,,,,,13.8,17.2,20.4,32.1,22.6,32.7,29.1,33.5,32.9,34.4,28.6,37.0,26.6,35.6,
174,Netherlands,NLD,Scientific and technical journal articles,,,,,,,,,,,19565.0,21238.1,23860.9,24460.6,25627.5,26534.5,28684.2,29226.9,30227.6,31501.2,32017.2,32354.9,31068.9,29949.0,
175,Norway,NOR,Scientific and technical journal articles,,,,,,,,,,,5118.6,5608.6,6655.6,7093.3,7674.3,7948.0,8751.0,9056.1,9759.8,10357.5,10352.6,10703.8,10471.1,10725.7,
176,Nepal,NPL,Scientific and technical journal articles,,,,,,,,,,,191.3,208.6,285.1,331.4,364.8,333.1,396.6,394.3,398.0,456.5,484.5,526.9,521.1,549.3,
177,Nauru,NRU,Scientific and technical journal articles,,,,,,,,,,,0.0,0.2,0.5,0.3,0.0,0.0,0.7,0.0,0.7,0.5,0.3,0.4,0.3,0.7,
178,New Zealand,NZL,Scientific and technical journal articles,,,,,,,,,,,4395.8,4783.1,5279.3,5607.4,6000.4,6277.4,6578.6,6844.5,7419.6,7675.9,7593.9,7834.7,7481.3,7464.7,
179,OECD members,OED,Scientific and technical journal articles,,,,,,,,,,,939906.6,1010901.6,1115273.6,1155371.3,1197965.9,1225067.0,1266297.9,1302012.8,1356334.8,1401007.7,1426410.0,1454565.5,1425774.9,1377540.1,
180,Oman,OMN,Scientific and technical journal articles,,,,,,,,,,,288.2,300.5,317.3,332.1,392.7,383.4,426.2,477.3,598.8,587.5,667.3,705.8,774.1,795.0,
181,Other small states,OSS,Scientific and technical journal articles,,,,,,,,,,,1661.38607700362,1883.1432198342397,2198.2124906642803,2515.0064773753,2768.9534502444603,3155.80062651872,3417.0,4034.5,4149.9629615852,4722.17498698014,5312.7344867395395,5837.2649724652,5793.1455858153795,6185.21786763092,
182,Pakistan,PAK,Scientific and technical journal articles,,,,,,,,,,,1420.7,1685.0,2321.6,2809.3,3363.3,4044.7,4917.3,5661.2,6444.9,7078.5,8078.1,8065.2,8337.2,9180.6,
183,Panama,PAN,Scientific and technical journal articles,,,,,,,,,,,62.9,68.8,79.1,83.1,101.2,115.6,119.3,119.8,131.8,155.1,160.2,170.6,161.5,159.3,
184,Peru,PER,Scientific and technical journal articles,,,,,,,,,,,204.0,207.9,235.2,294.4,315.9,365.1,420.4,474.7,572.3,602.3,681.9,761.0,910.2,1007.6,
185,Philippines,PHL,Scientific and technical journal articles,,,,,,,,,,,361.9,346.4,424.2,410.3,467.8,528.6,588.4,684.3,882.0,854.0,961.8,1045.0,1384.7,1568.7,
186,Palau,PLW,Scientific and technical journal articles,,,,,,,,,,,1.8,2.4,7.0,3.3,4.8,2.7,2.7,5.2,1.8,2.2,3.5,4.7,6.4,3.1,
187,Papua New Guinea,PNG,Scientific and technical journal articles,,,,,,,,,,,52.6,37.0,33.4,38.2,55.7,59.1,42.9,53.3,47.5,62.6,54.3,64.3,59.7,54.0,
188,Poland,POL,Scientific and technical journal articles,,,,,,,,,,,15948.1,17967.9,19830.2,21267.4,21568.8,23376.1,23470.8,24551.5,25857.5,28115.0,30064.1,31779.4,32766.5,32977.9,
189,Pre-demographic dividend,PRE,Scientific and technical journal articles,,,,,,,,,,,3229.8816863662,3604.70170309543,4067.1836939890004,4811.09661857021,5450.05454356834,5637.85807905422,6675.6424859237095,7665.8769820056095,8498.0,8593.8,9218.3,9903.3,9860.1,10488.4,
190,Puerto Rico,PRI,Scientific and technical journal articles,,,,,,,,,,,496.7,462.4,527.9,662.6,639.6,671.2,639.7,705.2,631.2,624.3,577.6,621.3,585.8,566.0,
191,"Korea, Dem. People’s Rep.",PRK,Scientific and technical journal articles,,,,,,,,,,,5.1,54.8,52.3,60.0,41.7,27.9,53.8,12.6,7.5,18.3,13.1,20.8,47.3,43.8,
192,Portugal,PRT,Scientific and technical journal articles,,,,,,,,,,,4507.6,5109.3,5887.8,7136.2,7623.6,8655.6,9573.0,10625.1,11989.2,13102.6,14112.4,14666.0,14581.9,13773.2,
193,Paraguay,PRY,Scientific and technical journal articles,,,,,,,,,,,14.8,27.3,28.8,29.1,31.1,32.3,35.1,36.2,56.2,57.9,61.0,67.7,97.5,96.4,
194,West Bank and Gaza,PSE,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,
195,Pacific island small states,PSS,Scientific and technical journal articles,,,,,,,,,,,73.9495306275971,91.3133706920882,91.6211685708255,111.42283210293002,113.710979547901,83.4891280947255,93.9,100.956528493738,95.63142960982941,93.2001220773762,119.25607018503,160.440899117328,148.145428343851,199.826390863264,
196,Post-demographic dividend,PST,Scientific and technical journal articles,,,,,,,,,,,911213.123103379,977802.310483926,1078323.17084782,1112781.34565603,1153061.25296087,1177463.9277289,1215810.13925344,1248852.25779548,1300118.81201748,1339954.69741225,1360593.5085225,1383472.67150654,1351764.02860779,1301348.5583418,
197,French Polynesia,PYF,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,
198,Qatar,QAT,Scientific and technical journal articles,,,,,,,,,,,105.9,135.3,168.8,184.4,244.1,279.8,330.3,408.7,471.1,623.9,808.2,1106.6,1180.1,1310.7,
199,Romania,ROU,Scientific and technical journal articles,,,,,,,,,,,2601.4,2730.1,3460.7,3522.9,5170.0,7367.8,9550.1,11010.2,10906.2,11061.6,11177.0,10800.6,11527.3,10193.5,
200,Russian Federation,RUS,Scientific and technical journal articles,,,,,,,,,,,32329.5,32149.9,33091.8,29368.9,30319.7,31854.4,32620.2,33960.8,36157.3,36252.6,39714.7,44994.7,53060.6,59133.5,
201,Rwanda,RWA,Scientific and technical journal articles,,,,,,,,,,,4.7,9.1,7.3,18.0,19.7,25.8,33.6,55.6,53.2,58.1,87.9,88.2,105.2,115.3,
202,South Asia,SAS,Scientific and technical journal articles,,,,,,,,,,,29243.2,31615.3,36783.7,42850.1,48806.8,54780.4,61743.5,70899.2,84346.8,92449.7,100329.6,112303.2,118526.9,123754.0,
203,Saudi Arabia,SAU,Scientific and technical journal articles,,,,,,,,,,,1719.2,1710.7,1734.0,1898.0,2011.6,2222.4,2836.4,3621.3,4957.5,5982.5,7410.5,8410.8,8885.0,9231.9,
204,Sudan,SDN,Scientific and technical journal articles,,,,,,,,,,,85.6,104.3,100.9,108.3,140.6,169.5,227.4,258.1,298.4,270.4,359.2,242.5,255.2,368.8,
205,Senegal,SEN,Scientific and technical journal articles,,,,,,,,,,,198.8,173.4,207.4,171.6,207.6,208.1,188.0,203.4,284.3,287.3,299.0,332.9,371.2,353.0,
206,Singapore,SGP,Scientific and technical journal articles,,,,,,,,,,,6037.0,7401.0,7959.6,8204.6,8251.5,8688.5,8919.5,9853.9,10098.5,10809.3,10979.5,11145.3,11220.9,11253.8,
207,Solomon Islands,SLB,Scientific and technical journal articles,,,,,,,,,,,4.9,2.6,2.6,6.6,4.3,2.9,3.4,7.9,7.5,5.0,4.3,6.6,10.9,14.0,
208,Sierra Leone,SLE,Scientific and technical journal articles,,,,,,,,,,,2.8,5.4,6.0,5.1,5.0,7.9,9.1,12.2,11.1,14.8,15.0,21.7,34.3,48.2,
209,El Salvador,SLV,Scientific and technical journal articles,,,,,,,,,,,5.4,18.0,14.7,18.2,14.5,20.9,16.0,18.7,17.8,19.4,14.7,19.9,21.8,28.5,
210,San Marino,SMR,Scientific and technical journal articles,,,,,,,,,,,0.2,0.6,1.3,0.7,2.9,4.8,1.2,1.3,2.3,5.9,7.0,5.1,7.5,7.5,
211,Somalia,SOM,Scientific and technical journal articles,,,,,,,,,,,1.8,1.1,0.0,1.0,0.0,1.1,2.8,3.2,2.9,1.4,6.3,6.2,4.5,3.3,
212,Serbia,SRB,Scientific and technical journal articles,,,,,,,,,,,,,,,2843.1,3096.6,3710.7,4120.9,4919.6,6076.6,5472.3,5233.2,5072.3,5052.4,
213,Sub-Saharan Africa (excluding high income),SSA,Scientific and technical journal articles,,,,,,,,,,,8157.26133469712,9148.6197647181,9970.13095594982,11251.668180005501,12216.033287742099,12888.1867928357,14661.6568195387,16214.1258599146,17861.4235121934,19005.1787016522,20837.2790886183,23587.879937067002,23054.721622589303,24184.945241406098,
214,South Sudan,SSD,Scientific and technical journal articles,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.4,9.8,5.8,5.1,2.5,
215,Sub-Saharan Africa,SSF,Scientific and technical journal articles,,,,,,,,,,,8166.963349585621,9153.667346809309,9975.076381025141,11260.760086754199,12228.4626871083,12898.996398529,14668.3161235159,16226.0438497816,17871.3230743567,19014.9781362535,20853.1790321943,23597.4789551877,23073.7217140537,24197.3445141568,
216,Small states,SST,Scientific and technical journal articles,,,,,,,,,,,2076.12906583126,2349.04600263499,2687.87722624682,3001.40847013466,3336.90318092921,3729.1973167014294,4028.630690592,4640.72472686324,4805.42421512648,5390.56552434062,5959.6363614313705,6537.98249974422,6388.2187618002,6886.23071068818,
217,Sao Tome and Principe,STP,Scientific and technical journal articles,,,,,,,,,,,1.9,0.6,0.3,1.0,1.3,0.0,1.3,2.2,0.0,0.5,1.2,0.7,1.4,0.9,
218,Suriname,SUR,Scientific and technical journal articles,,,,,,,,,,,3.4,5.3,5.8,5.2,5.8,5.1,4.5,6.7,4.2,9.5,15.8,5.9,13.5,21.3,
219,Slovak Republic,SVK,Scientific and technical journal articles,,,,,,,,,,,2136.1,2303.5,2548.8,2644.4,2800.2,3332.5,3164.3,3638.3,3899.5,4261.9,4616.6,5135.9,5205.7,5359.4,
220,Slovenia,SVN,Scientific and technical journal articles,,,,,,,,,,,2074.4,1894.4,2334.9,2392.7,2754.2,3006.9,3221.1,3246.6,3780.4,3707.9,3726.1,3788.5,3631.6,3406.7,
221,Sweden,SWE,Scientific and technical journal articles,,,,,,,,,,,14553.8,15235.3,16426.1,16633.8,16757.4,16630.1,17328.3,17730.5,18438.5,19422.4,20092.6,21130.1,20668.9,19937.1,
222,Eswatini,SWZ,Scientific and technical journal articles,,,,,,,,,,,11.7,12.7,19.1,16.9,11.4,19.1,28.2,37.2,31.5,30.4,33.2,33.8,35.0,31.0,
223,Sint Maarten (Dutch part),SXM,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,
224,Seychelles,SYC,Scientific and technical journal articles,,,,,,,,,,,9.6,5.0,4.9,9.0,12.3,10.7,6.6,11.8,9.9,9.8,15.9,9.6,19.0,12.4,
225,Syrian Arab Republic,SYR,Scientific and technical journal articles,,,,,,,,,,,101.2,129.2,140.9,128.9,153.8,200.1,162.2,228.4,268.9,302.8,265.9,245.1,270.3,273.2,
226,Turks and Caicos Islands,TCA,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,
227,Chad,TCD,Scientific and technical journal articles,,,,,,,,,,,5.0,8.7,7.6,10.7,5.2,6.9,9.3,6.0,8.4,6.2,7.3,8.7,12.4,11.5,
228,East Asia & Pacific (IDA & IBRD countries),TEA,Scientific and technical journal articles,,,,,,,,,,,91879.7460709432,125852.75471414,172255.333521337,199054.365448978,226411.537008325,263971.959273932,307203.5,338318.14454087603,359771.58243563,359514.08144617203,393321.71731623705,426856.12731856,448356.23373140604,469024.43989612104,
229,Europe & Central Asia (IDA & IBRD countries),TEC,Scientific and technical journal articles,,,,,,,,,,,79411.6382311512,84625.4617837844,91893.6659006382,90172.02113821381,97036.52781916241,103539.4,110925.4,116997.9,123847.5,129666.8,138443.7,145105.6,155973.5,161764.5,
230,Togo,TGO,Scientific and technical journal articles,,,,,,,,,,,26.2,22.1,26.0,28.9,32.2,42.3,42.4,48.4,48.9,47.5,64.2,81.3,78.0,76.3,
231,Thailand,THA,Scientific and technical journal articles,,,,,,,,,,,2260.3,2714.3,3433.8,4270.0,4812.3,5527.5,5940.0,6811.2,7336.1,7768.1,7917.3,8476.1,8675.4,9581.5,
232,Tajikistan,TJK,Scientific and technical journal articles,,,,,,,,,,,32.2,38.6,30.8,26.3,32.5,30.0,23.3,40.6,42.8,47.5,62.0,37.8,54.0,47.5,
233,Turkmenistan,TKM,Scientific and technical journal articles,,,,,,,,,,,4.0,4.5,3.2,3.1,4.9,2.6,5.0,5.3,12.2,13.3,6.9,20.1,6.0,3.5,
234,Latin America & the Caribbean (IDA & IBRD countries),TLA,Scientific and technical journal articles,,,,,,,,,,,33050.4479756063,36835.510731852795,41485.6878316736,50554.538192987304,54499.9036070478,62337.2492571865,67048.6099471417,71931.0,76533.5,83702.3,86971.7,93286.7,93349.2,94826.2,
235,Timor-Leste,TLS,Scientific and technical journal articles,,,,,,,,,,,1.3,0.0,1.5,3.5,3.3,1.3,2.6,1.1,3.1,6.0,6.3,10.6,7.8,8.3,
236,Middle East & North Africa (IDA & IBRD countries),TMN,Scientific and technical journal articles,,,,,,,,,,,11105.0,13258.2,16006.0,20392.5,24791.2,30144.1,36472.9,42659.0,50655.6,53886.7,57235.6,61331.0,63103.9,70360.9,
237,Tonga,TON,Scientific and technical journal articles,,,,,,,,,,,1.6,3.4,0.7,2.7,2.3,0.5,2.9,1.4,1.9,1.8,1.3,1.0,2.7,1.8,
238,South Asia (IDA & IBRD),TSA,Scientific and technical journal articles,,,,,,,,,,,29243.2,31615.3,36783.7,42850.1,48806.8,54780.4,61743.5,70899.2,84346.8,92449.7,100329.6,112303.2,118526.9,123754.0,
239,Sub-Saharan Africa (IDA & IBRD countries),TSS,Scientific and technical journal articles,,,,,,,,,,,8166.963349585621,9153.66734680932,9975.07638102513,11260.760086754199,12228.4626871083,12898.996398529,14668.3161235159,16226.0438497816,17871.3230743567,19014.9781362535,20853.1790321943,23597.4789551877,23073.7217140537,24197.3445141568,
240,Trinidad and Tobago,TTO,Scientific and technical journal articles,,,,,,,,,,,120.5,133.0,168.1,137.6,168.5,165.8,210.4,207.5,236.8,211.3,167.0,221.5,147.2,185.2,
241,Tunisia,TUN,Scientific and technical journal articles,,,,,,,,,,,1066.0,1355.6,1701.4,1980.2,2345.8,2790.6,3277.7,3552.9,3824.9,3924.2,4387.6,4697.4,5025.9,5265.6,
242,Turkey,TUR,Scientific and technical journal articles,,,,,,,,,,,13353.6,15830.5,17840.9,19546.7,21523.0,21735.0,24447.0,25584.0,26808.3,28500.5,31146.9,31673.7,33113.0,33902.2,
243,Tuvalu,TUV,Scientific and technical journal articles,,,,,,,,,,,0.6,0.6,0.0,1.3,0.4,0.3,0.3,1.0,0.0,0.0,0.3,1.1,1.1,0.4,
244,Tanzania,TZA,Scientific and technical journal articles,,,,,,,,,,,161.6,182.4,210.6,266.6,287.6,281.3,302.6,368.7,415.3,396.4,407.7,548.0,547.0,539.2,
245,Uganda,UGA,Scientific and technical journal articles,,,,,,,,,,,127.6,194.0,215.1,208.4,272.6,250.6,306.0,400.9,432.6,464.0,496.0,536.7,607.2,572.9,
246,Ukraine,UKR,Scientific and technical journal articles,,,,,,,,,,,5614.0,5635.6,5920.7,5296.3,5488.6,5906.6,5653.3,6073.7,6399.5,6715.9,7449.9,7417.1,7454.8,7374.7,
247,Upper middle income,UMC,Scientific and technical journal articles,,,,,,,,,,,181178.72037993302,223763.64417141103,281386.574164549,318388.72260236397,358367.781624526,411020.08038025897,469712.16248772206,514583.63769774797,551030.931060014,562580.116756577,607685.932556159,654567.7691453961,684124.185702326,713399.09543449,
248,Uruguay,URY,Scientific and technical journal articles,,,,,,,,,,,281.5,306.3,351.4,358.9,382.7,446.1,487.6,522.6,598.6,596.2,600.3,761.6,696.3,809.0,
249,United States,USA,Scientific and technical journal articles,,,,,,,,,,,321765.9,347873.9,379701.3,383114.9,389451.8,391933.4,398871.1,409853.3,424938.0,432311.5,435212.0,440229.7,429139.0,408985.3,
250,Uzbekistan,UZB,Scientific and technical journal articles,,,,,,,,,,,277.7,355.0,322.6,291.4,346.9,300.5,336.3,388.9,379.2,325.3,353.0,332.2,287.8,357.4,
251,St. Vincent and the Grenadines,VCT,Scientific and technical journal articles,,,,,,,,,,,1.8,0.4,1.3,0.7,1.5,0.0,1.1,0.5,0.1,1.4,2.2,0.7,0.8,2.3,
252,"Venezuela, RB",VEN,Scientific and technical journal articles,,,,,,,,,,,1137.9,1078.4,1266.1,1343.2,1419.5,1656.0,1672.0,1499.2,1293.6,1390.3,1242.8,1248.0,1025.2,854.9,
253,British Virgin Islands,VGB,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,
254,Virgin Islands (U.S.),VIR,Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,
255,Vietnam,VNM,Scientific and technical journal articles,,,,,,,,,,,319.0,323.4,396.3,446.2,513.7,775.9,864.3,1096.5,1215.6,1567.1,1858.4,2003.9,2292.1,2961.3,
256,Vanuatu,VUT,Scientific and technical journal articles,,,,,,,,,,,6.5,7.8,6.8,5.0,2.6,4.4,5.6,6.3,7.9,6.4,7.3,9.7,10.9,13.5,
257,World,WLD,Scientific and technical journal articles,,,,,,,,,,,1185942.13113106,1305437.72440861,1477412.90760555,1563235.3152033999,1655917.08084621,1747433.6658102002,1859200.85375692,1954923.58941112,2063336.56736843,2129133.91584428,2210064.96203303,2299992.16390221,2306637.39674976,2296271.34647503,
258,Samoa,WSM,Scientific and technical journal articles,,,,,,,,,,,3.8,4.8,5.1,9.9,4.1,2.6,5.4,6.1,6.1,2.5,4.5,7.5,8.2,5.3,
259,Kosovo,XKX,Scientific and technical journal articles,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,52.1,95.0,120.0,106.5,116.6,127.6,125.6,133.3,189.0,
260,"Yemen, Rep.",YEM,Scientific and technical journal articles,,,,,,,,,,,31.8,40.9,45.3,53.9,45.0,58.0,81.1,99.9,109.8,112.1,129.9,148.1,106.1,111.2,
261,South Africa,ZAF,Scientific and technical journal articles,,,,,,,,,,,4226.6,4809.3,5146.4,5636.5,5907.4,6403.7,7062.6,7651.6,8533.0,9341.5,10251.0,11991.5,11417.8,11881.2,
262,Zambia,ZMB,Scientific and technical journal articles,,,,,,,,,,,46.9,43.8,60.8,69.2,66.9,93.5,75.6,89.2,104.3,110.3,120.8,139.2,154.3,179.3,
263,Zimbabwe,ZWE,Scientific and technical journal articles,,,,,,,,,,,164.0,127.6,129.0,163.9,168.7,122.0,110.4,154.8,151.1,197.7,223.2,295.4,268.4,298.0,
