,Country Name,Country Code,Indicator Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
49,Curacao,CUW,GDP per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,
50,Cayman Islands,CYM,GDP per capita (current US$),,,,30189.768430193,,,,,,,,,,64100.9076960695,,,,,,,,,,,
51,Cyprus,CYP,GDP per capita (current US$),10526.1417696747,11617.6927784249,15098.0060165358,14969.4227910669,14303.538570531598,15247.293288500801,15457.644364086598,14672.882058493999,15062.9243346608,16372.291519199,20293.4078913924,23932.4912772329,25324.4866558737,27169.9925579717,31386.6326506534,35390.7048833763,32105.8159000782,30818.4639574235,32233.8394246573,28984.914805350298,27942.316672880897,27400.802986103998,23212.2247018375,23541.488248447597,25233.570984591002
52,Czech Republic,CZE,GDP per capita (current US$),3931.74446274757,4601.95231248673,5788.15073679709,6493.863346401079,5996.833810439821,6458.9045010440395,6307.69800377791,6011.615220357011,6609.205529860539,8032.896612457671,9773.117502512809,11685.887240723401,13346.1763898857,15183.6360541375,18373.6489976913,22698.853957260497,19741.5976279826,19808.0710912518,21717.4579392202,19729.870511176297,19916.0193873722,19744.5586092159,17715.6168523009,18483.7164797716,20368.1385576071
53,Germany,DEU,GDP per capita (current US$),25488.5195189314,27087.558453561698,31729.6997633451,30564.247805838702,27045.719127331802,27340.672884888398,26795.9911316814,23718.746699471,23687.3168928198,25205.164445175,30359.952152566602,34165.9340305131,34696.62091671,36447.8723183195,41814.8190965222,45699.1983232962,41732.707253158,41785.556912554,46810.327958805705,44065.2489082767,46530.9114275776,48042.5634346518,41323.921502168996,42232.5742082948,44469.90906072441
54,Djibouti,DJI,GDP per capita (current US$),753.5201888937829,790.032265170134,789.551769053208,767.46692890957,760.5314477749961,755.596241765878,765.7204882413749,768.1760767471201,781.232219551995,792.154120027978,819.9741179848129,864.1847206072839,904.729748876566,965.6693778922569,1047.58689638521,1214.07711829591,1253.65743119943,1325.99072352076,1430.9868983254598,1536.15068518041,1477.3630424732098,1595.1463648488,1761.6101575859,1872.23462294105,1927.58970569415
55,Dominica,DMA,GDP per capita (current US$),2814.47154217832,3018.7782390996504,3139.18054361951,3323.41618447459,3473.7959023855,3676.77821511937,3830.1752534332,4820.1075666630495,4924.92278413048,4836.38492124113,4994.6674021973995,5325.04698108074,5244.03373172257,5513.16070968083,5939.05358494506,6446.66383185391,6866.224899034571,6912.43571398947,6986.04668697253,6745.84975848093,6933.415183138941,7195.39329650902,7313.84942800705,7906.72174152587,7609.6143488771095
56,Denmark,DNK,GDP per capita (current US$),27597.971483377998,29995.5652189509,35351.3807065346,35650.724342009904,32835.9287666102,33368.1548509045,33440.8016200638,30743.5591735847,30751.649460384302,33228.692908710094,40458.7706402839,46511.604571034695,48799.8203703247,52026.9931124155,58487.0450116405,64322.0666441526,58163.29359430679,58041.4112245601,61753.6600721804,58507.5002096272,61191.1926260428,62548.9850174371,53012.996583500804,53578.7565680928,56307.5082995258
57,Dominican Republic,DOM,GDP per capita (current US$),1718.59719515231,1891.4148475550896,2103.11577053964,2271.94359543258,2452.13174361662,2612.28868786511,2626.3264725994395,2838.5133349557,2943.4219360953,3098.0517049100104,2413.4101332355804,2492.86822575889,3910.0177743985205,4067.33291727245,4647.31035906985,5011.0379372937205,4952.67750344452,5453.92686069139,5765.49645330522,5973.2229366643105,6094.734904210551,6348.837769434829,6534.90855499375,6793.538125439351,7052.258838968579
58,Algeria,DZA,GDP per capita (current US$),1797.5235605111802,1499.9715045738299,1444.9080360948901,1596.0298673100199,1612.00930288912,1588.4814491669101,1581.00456398017,1757.01779715994,1732.85797888376,1774.0336730151998,2094.3355057258104,2598.9080234666603,3100.12237758677,3464.6100787020196,3935.1833428593104,4905.25486576261,3868.8312304090796,4463.39467488951,5432.413319781161,5565.134521048481,5471.123388787089,5466.42577841535,4160.22006671831,3916.8815708862603,4123.38993650709
59,East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),528.790503738888,627.877389938605,765.279435994057,868.365689163951,888.8268948294141,805.474253325479,876.733357524767,955.518225765305,1007.15081908534,1104.8447873491,1240.0221669504901,1426.39325425104,1639.1925137044102,1959.1255371275502,2459.4233090509197,3091.0450426432,3328.8669157641402,4008.9104583938,4865.85401421189,5389.26864084949,5905.25704957695,6303.613886048979,6510.50345148507,6579.33082740518,7127.72037022007
60,Early-demographic dividend,EAR,GDP per capita (current US$),1066.87151774311,1096.2340235738302,1103.23047788103,1178.72935474845,1237.7391337871302,1200.01965973847,1246.75604819276,1328.7437315472698,1292.8096969996302,1233.96975788263,1349.48402642229,1542.11889976156,1768.46006336125,1992.16818580974,2327.76121273783,2583.52517712663,2447.5527271574397,2927.96120542952,3241.13543500786,3347.66799669593,3354.78583472079,3421.23843060056,3270.07547818294,3291.8827986047304,3500.7352046030796
61,East Asia & Pacific,EAS,GDP per capita (current US$),3444.7198103615697,3805.08899495316,4272.14723859172,4068.1539383585205,3849.1870107314794,3414.58527384112,3774.7697170859997,4045.0753281206703,3728.8026778178296,3756.3610556625604,4096.93696887685,4559.67391687819,4829.3120102558705,5084.35196735575,5647.05316179546,6476.44714814663,6628.14343526349,7676.519196327521,8842.71580399267,9401.26833918037,9445.93466694985,9663.419059963779,9546.20926428065,9793.32118029292,10369.691406651
62,Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),2086.02879613946,1807.85116554807,1927.89491300105,1950.4636756938698,2030.3716157907502,1901.7449159292398,1597.50147082517,1778.3409680958498,1767.6667892104,2023.46058627703,2556.24434365542,3376.97637143969,4276.69505487371,5243.5584098626705,6776.31096382394,8366.39606063792,6542.6862075278605,7756.54777848545,9541.99772062667,10049.959218215201,10622.7256818718,9850.75430587103,7485.567414133091,7122.57584584211,7942.5603888142405
63,Europe & Central Asia,ECS,GDP per capita (current US$),10533.050530444101,10991.2479317262,12653.9108296491,12900.308426366899,12220.090894923402,12506.1851731483,12347.0528277992,11619.0191936818,11714.351179155601,12792.2818412697,15541.2989851314,18061.8158055959,19182.9335106307,20702.3138683923,24106.793861281298,26353.1598510417,23085.6873465485,23531.2014684677,26013.7769309386,24973.8117700757,25979.1790046365,26196.0153517052,22451.8090510878,22245.2736747337,23416.107819407098
