,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI
0,United States,2012,251,89105144.74000001,129223343.81,8203546.0,51450.9591148182,0.9179999999999999
1,Japan,2012,32,19448399.0,23362194.129999995,1389142.0,48603.4766497749,0.895
2,Germany,2012,19,10178295.84,12404695.2,875038.0,44065.2489082767,0.9279999999999999
3,China,2012,72,12349895.38,22757659.400000002,1604920.0,6337.88332279255,0.722
4,Italy,2012,7,2424814.39,3129930.94,222480.0,34814.1251168487,0.8740000000000001
5,France,2012,21,6413594.4,7887715.100000001,620348.0,40874.715955798,0.8859999999999999
6,United Kingdom,2012,24,7260688.379999999,9393792.299999999,567152.0,41790.7791407408,0.898
7,Australia,2012,7,2196914.32,2689830.92,165828.0,67864.6898624672,0.929
8,Russian Federation,2012,8,1990634.0,3405775.2,179200.0,15434.5747807126,0.7979999999999999
9,Spain,2012,2,740085.0,883092.44,39208.0,28563.8590381915,0.873
10,Saudi Arabia,2012,3,719300.0,1464275.4,116176.0,25303.094621302997,0.835
11,Norway,2012,3,735400.0,873164.4,54400.0,101668.17065865199,0.9420000000000001
12,Canada,2012,11,1858445.7,2429518.3200000003,196744.0,52496.6948704709,0.9079999999999999
13,South Korea,2012,4,1014400.0,1291919.04,124536.0,24358.7821758226,0.89
14,Switzerland,2012,4,978980.0,1254713.8,84416.0,83538.2300783858,0.935
15,India,2012,8,1167757.8,1757794.0,84148.0,1446.98540954319,0.6
16,Sweden,2012,6,993201.6,1295398.8,106080.0,57134.0770682404,0.9079999999999999
17,Brazil,2012,2,465700.0,824637.6,48512.0,12291.466852329098,0.736
18,Poland,2012,4,589563.0,947091.3600000001,66690.0,13145.539262786499,0.836
19,Finland,2012,3,437691.0,527980.8,31344.0,47415.5598711351,0.9079999999999999
20,Taiwan,2012,3,356625.2,556484.0,38520.0,,
21,Denmark,2012,1,162098.0,183675.84,15672.0,58507.5002096272,0.924
22,Austria,2012,1,152900.0,182829.0,20776.0,48567.69528642,0.899
23,Belgium,2012,1,152347.9,175718.0,8448.0,44740.5832481477,0.905
24,Mexico,2012,1,92282.1,116813.0,5616.0,9940.46882245558,0.757
25,Israel,2012,1,77696.0,161595.0,13788.0,32525.9565867323,0.893
26,Slovakia,2012,1,76533.0,94274.0,3072.0,17274.6423040509,0.8420000000000001
