,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI
0,Japan,1993,107,353.07999999999953,565.7280000000002,2345.0,35765.9140886748,0.8290000000000001
1,United States,1993,236,857.5629999999985,1474.9929999999965,47495.0,26464.852511744,0.871
2,Canada,1993,3,23.003,25.78,37.0,20017.4298480977,0.8540000000000001
3,United Kingdom,1993,21,44.56899999999999,60.06100000000001,1014.0,18389.0195675099,0.8140000000000001
4,South Korea,1993,4,16.622,18.569999999999997,26.0,8740.9456025724,0.7559999999999999
5,France,1993,22,36.535999999999994,59.74199999999998,3014.0,22380.1039619355,0.804
6,Germany,1993,58,75.48499999999997,110.18699999999997,8539.0,25488.5195189314,0.8240000000000001
7,Netherlands,1993,6,8.671999999999999,11.599,568.0,22827.300043158706,0.8390000000000001
8,Switzerland,1993,5,9.626,12.114,18.0,38100.736729035,0.841
9,Brazil,1993,2,3.504,3.866,3.0,2786.1713557447692,0.63
10,Spain,1993,4,4.957,5.899,11.0,13303.6761311749,0.782
11,Australia,1993,10,12.235000000000001,22.963,799.0,17633.3813804079,0.872
12,Taiwan,1993,2,2.6310000000000002,4.048,22.0,,
13,Norway,1993,3,4.259,6.5329999999999995,2108.0,27963.6652188271,0.87
14,Austria,1993,2,2.056,3.425,57.0,24081.5278077646,0.807
15,Denmark,1993,2,1.995,3.46,264.0,27597.971483377998,0.815
16,Italy,1993,6,4.3100000000000005,7.375,326.0,18676.9525789183,0.7859999999999999
17,Mexico,1993,2,1.823,2.333,12.0,5526.86050703677,0.6629999999999999
18,Finland,1993,1,0.8220000000000001,0.94,4.0,17617.0304386654,0.799
19,Sweden,1993,1,0.8220000000000001,0.94,4.0,24080.8996705645,0.84
20,Slovenia,1993,1,0.615,0.72,6.0,,0.769
21,Belgium,1993,1,0.54,0.828,6.0,22403.2168180008,0.8390000000000001
22,Greece,1993,1,0.485,0.77,512.0,10401.9829861914,0.762
