,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI
0,United States,2004,266,687132.741,1119879.9200000006,266629.0,41921.8097617892,0.895
1,Japan,2004,30,95004.40000000004,132819.59999999998,21734.0,37688.7223359406,0.8690000000000001
2,Spain,2004,3,22691.0,34579.0,4300.0,24918.645841999398,0.8370000000000001
3,United Kingdom,2004,42,82928.259,170858.12000000002,32162.0,39983.9846746653,0.8859999999999999
4,China,2004,17,31937.180000000004,54347.04,10644.0,1508.6680978826596,0.635
5,Germany,2004,33,48264.86,76454.6,16900.0,34165.9340305131,0.897
6,France,2004,15,21315.52,35415.0,8632.0,33741.2651469175,0.86
7,Saudi Arabia,2004,3,6438.51,15088.0,2498.0,11138.807464899699,0.765
8,Israel,2004,3,7250.39,12662.4,2120.0,19892.059509394097,0.868
9,Brazil,2004,6,14209.195,26734.28,4448.0,3623.049912092991,0.698
10,Canada,2004,7,15830.0,31189.760000000002,5760.0,31979.8719510723,0.887
11,Italy,2004,15,19196.8,34161.12,7972.0,31174.561087857997,0.852
12,South Korea,2004,11,16356.15,27132.8,5636.0,15907.6658340352,0.847
13,Belarus,2004,1,2032.0,2534.4,576.0,2378.62328600741,0.715
14,Switzerland,2004,3,4076.1,11632.0,2092.0,53340.147655778,0.9009999999999999
15,New Zealand,2004,2,4052.0,12633.6,2256.0,25420.070413486494,0.8859999999999999
16,Mexico,2004,5,8498.0,15508.8,2726.0,7310.96163086246,0.7240000000000001
17,Australia,2004,5,6389.726999999999,9621.12,1520.0,30401.5547862944,0.907
18,Taiwan,2004,2,3055.0,4224.0,724.0,,
19,Netherlands,2004,5,6368.72,8934.2,1712.0,39954.6422157907,0.8859999999999999
20,Russian Federation,2004,2,2251.6,3568.0,752.0,4102.3722935487895,0.746
21,Sweden,2004,4,4642.2,6137.6,1232.0,42442.2204473133,0.8959999999999999
22,South Africa,2004,3,3389.1,5376.0,896.0,4745.07168450977,0.613
23,India,2004,8,8154.7300000000005,13601.28,2414.0,621.318376718509,0.526
24,Portugal,2004,3,3240.0,4032.0,672.0,18045.588099483302,0.797
25,Venezuela,2004,1,1198.1,1536.0,256.0,4271.3724036473495,0.7
26,Finland,2004,1,1170.0,2253.0,512.0,37636.1117341753,0.8909999999999999
27,Malaysia,2004,1,1119.44,2457.6,512.0,4955.47774271198,0.7340000000000001
28,Singapore,2004,1,1015.5,1638.4,256.0,27405.2713554901,0.845
29,Indonesia,2004,1,854.7669999999999,1433.6,256.0,1148.5690961840899,0.629
30,Hong Kong,2004,1,854.7669999999999,1433.6,256.0,24928.100372255096,0.862
