"Country","Year","Num of Systems","RMax","RPeak","Total Cores","GDPpC","HDI","Q1","Q2","Q3","Q4","Top10","Cluster"
"Country: United States","Year: 2000",234,50567.176000000036,81005.83999999992,93453,36449.855115534905,0.885,191881,101625,57521,32640,110732,"cluster_0"
"Country: Japan","Year: 2000",63,11220.350000000008,13788.179999999995,10002,38532.0408752935,0.855,41147,34946,22599,14229,19679,"cluster_1"
"Country: Germany","Year: 2000",55,8275.079999999998,12592.559999999998,12760,23718.746699471,0.868,39473,24847,19050,12181,19820,"cluster_1"
"Country: United Kingdom","Year: 2000",34,5290.88,7090.63,6544,27982.3557635787,0.867,56663,30642,15720,7243,29124,"cluster_1"
"Country: France","Year: 2000",28,2843.94,3797.030000000001,3835,22364.0293943406,0.8490000000000001,28678,17120,12423,7533,15083,"cluster_1"
"Country: Netherlands","Year: 2000",14,1160.8200000000002,1493.01,1984,25921.1279408277,0.8759999999999999,14575,6771,3810,2170,8069,"cluster_2"
"Country: Italy","Year: 2000",9,854.91,1180.48,1340,20051.2421548342,0.83,21486,13802,7703,4160,10243,"cluster_2"
"Country: Sweden","Year: 2000",8,943.12,1423.0399999999997,1778,29283.005046157203,0.897,10583,5772,2951,1652,5423,"cluster_2"
"Country: Canada","Year: 2000",8,915.5,1206.4699999999998,1092,24124.169174631006,0.867,23108,13639,7685,3643,12310,"cluster_2"
"Country: Switzerland","Year: 2000",8,545.17,796.3299999999999,984,37868.3230595798,0.889,9480,4669,2826,1713,5454,"cluster_2"
"Country: Austria","Year: 2000",5,970.6,1435.3,1262,24564.4582948404,0.838,4424,2961,1781,922,2252,"cluster_2"
"Country: Australia","Year: 2000",5,629.25,783.9999999999999,672,21669.410913093998,0.898,14788,9580,5365,2212,7232,"cluster_2"
"Country: Finland","Year: 2000",4,898.25,1279.8,1200,24253.2504245786,0.858,5201,2850,1442,700,2641,"cluster_2"
"Country: South Korea","Year: 2000",4,487.87,614.8,410,11947.579128206102,0.8170000000000001,7961,5886,4392,1981,3566,"cluster_2"
"Country: Brazil","Year: 2000",2,144.82999999999998,185.60000000000002,232,3739.11613876518,0.684,5861,5166,3572,1906,2623,"cluster_2"
"Country: Spain","Year: 2000",2,143.57999999999998,192.0,184,14676.7060880231,0.825,13917,9512,6499,3011,6801,"cluster_2"
"Country: Belgium","Year: 2000",2,141.6,210.3,216,23207.405911007798,0.873,6758,3753,2420,1541,3514,"cluster_2"
"Country: Taiwan","Year: 2000",2,310.0,396.0,183,,,6190,4055,3058,1363,3053,"cluster_2"
"Country: Denmark","Year: 2000",2,230.0,333.0,222,30743.5591735847,0.863,5561,2907,1791,570,2891,"cluster_2"
"Country: Luxembourg","Year: 2000",2,217.2,307.20000000000005,384,48735.995492187,0.855,53,39,24,9,18,"cluster_2"
"Country: Saudi Arabia","Year: 2000",2,360.0,531.0,354,9126.95427680596,0.743,608,842,381,200,287,"cluster_2"
"Country: Mexico","Year: 2000",1,118.1,153.6,192,6959.388717014879,0.7020000000000001,2803,1938,1496,1002,1233,"cluster_2"
"Country: New Zealand","Year: 2000",1,109.3,158.4,132,13640.988889806202,0.8690000000000001,2812,2108,1116,457,1445,"cluster_2"
"Country: Hong Kong","Year: 2000",1,441.0,636.0,424,25756.6637783278,0.8270000000000001,3393,2249,1395,636,1735,"cluster_2"
"Country: Norway","Year: 2000",1,72.57,96.0,160,38146.7153917477,0.917,3342,2092,1489,506,1571,"cluster_2"
"Country: Israel","Year: 2000",1,71.7,89.6,112,21042.9816003225,0.853,6448,4232,2136,866,3414,"cluster_2"
"Country: Hungary","Year: 2000",1,59.04,76.8,96,4633.31292266249,0.769,2235,1856,1409,687,939,"cluster_2"
"Country: Poland","Year: 2000",1,59.04,76.8,96,4492.7276035593795,0.785,4698,4532,4301,2092,1913,"cluster_2"
