"Country","Year","Num of Systems","RMax","RPeak","Total Cores","GDPpC","HDI","Q1","Q2","Q3","Q4","Top10","Cluster"
"Country: United States","Year: 1994",242,1341.1450000000036,2430.5570000000043,41344,27776.635528226,0.875,159247,84737,44222,19386,92067,"cluster_0"
"Country: Japan","Year: 1994",82,708.3949999999993,927.72,6479,39268.5668686204,0.835,28418,24493,17630,12484,13074,"cluster_1"
"Country: Germany","Year: 1994",51,148.35,228.01299999999998,4836,27087.558453561694,0.8290000000000001,23175,17116,12677,6096,11193,"cluster_1"
"Country: United Kingdom","Year: 1994",24,113.08300000000001,154.24000000000004,1543,19709.238098365306,0.8270000000000001,41833,23550,11551,3966,19657,"cluster_2"
"Country: France","Year: 1994",24,81.39800000000004,125.131,1383,23496.523322266603,0.818,18531,12669,8497,3663,9541,"cluster_2"
"Country: Switzerland","Year: 1994",9,47.706999999999994,67.064,349,41843.7568835613,0.8440000000000001,6008,3465,1948,835,3363,"cluster_2"
"Country: Australia","Year: 1994",8,15.699000000000002,28.173000000000002,2738,18045.4390604354,0.875,10014,6737,3168,877,4699,"cluster_2"
"Country: Netherlands","Year: 1994",8,18.855999999999998,23.769,74,24331.7540182404,0.8640000000000001,10263,5868,3132,1170,5439,"cluster_2"
"Country: Sweden","Year: 1994",6,8.783,20.073,408,25747.2416875525,0.8490000000000001,7374,4536,2083,674,3690,"cluster_2"
"Country: Norway","Year: 1994",5,9.359,17.052999999999997,2280,29315.8419070199,0.885,2251,1409,803,283,1087,"cluster_2"
"Country: Canada","Year: 1994",5,49.760000000000005,55.5,27,19859.203977836798,0.8590000000000001,18532,11707,6321,2413,9565,"cluster_2"
"Country: Taiwan","Year: 1994",4,5.643,8.283999999999999,30,,,3266,2262,1415,475,1429,"cluster_2"
"Country: Saudi Arabia","Year: 1994",3,5.0169999999999995,6.417999999999999,18,7382.13216628019,0.718,534,604,322,86,262,"cluster_2"
"Country: Denmark","Year: 1994",3,4.37,6.205,264,29995.5652189509,0.8240000000000001,3568,2247,1087,375,1873,"cluster_2"
"Country: Italy","Year: 1994",3,4.352,8.358,70,19273.8441700103,0.794,13136,9362,5577,2046,6299,"cluster_2"
"Country: Mexico","Year: 1994",3,6.774,10.829,54,5715.409998603211,0.67,1113,803,475,211,481,"cluster_2"
"Country: Hong Kong","Year: 1994",3,8.474,12.067,156,22502.5797409692,0.804,1050,817,413,165,476,"cluster_2"
"Country: South Korea","Year: 1994",3,16.018,17.903999999999996,24,10205.8074659925,0.767,2100,1465,1033,546,983,"cluster_2"
"Country: Spain","Year: 1994",3,6.72,7.928999999999999,7,13378.8498420644,0.7909999999999999,7542,5321,3343,1161,3617,"cluster_2"
"Country: Brazil","Year: 1994",2,4.367,5.0,7,3494.64054135109,0.64,2102,1621,1139,521,917,"cluster_2"
"Country: Greece","Year: 1994",2,4.922,6.800000000000001,66,11091.2838606376,0.7659999999999999,1635,1161,705,281,716,"cluster_2"
"Country: Finland","Year: 1994",1,2.0,2.4,8,20305.5835495475,0.809,3264,1864,900,277,1625,"cluster_2"
"Country: Belgium","Year: 1994",1,3.0,4.256,16,24338.1377018161,0.845,4262,2561,1499,667,2297,"cluster_2"
"Country: Austria","Year: 1994",1,1.9,3.05,61,25646.700659168397,0.813,2248,1911,1061,437,1103,"cluster_2"
"Country: Slovenia","Year: 1994",1,1.746,12.8,64,,0.775,289,306,210,107,117,"cluster_2"
"Country: Ireland","Year: 1994",1,1.6,2.4,2048,15921.9752702003,0.789,1082,717,369,109,497,"cluster_2"
"Country: Turkey","Year: 1994",1,1.6,2.128,8,2270.3403622467104,0.599,975,1014,725,290,410,"cluster_2"
"Country: Singapore","Year: 1994",1,1.3,1.375,1,21578.4605325312,0.763,1025,723,386,130,468,"cluster_2"
