"Country","Year","Num of Systems","RMax","RPeak","Total Cores","GDPpC","HDI","Q1","Q2","Q3","Q4","Top10","Cluster"
"Country: United States","Year: 2012",251,8.910514474000001E7,1.2922334381E8,8203546,51450.9591148182,0.9179999999999999,307438,158097,102053,61399,186677,"cluster_0"
"Country: China","Year: 2012",72,1.234989538E7,2.2757659400000002E7,1604920,6337.88332279255,0.722,109989,94271,108067,118684,57835,"cluster_1"
"Country: Japan","Year: 2012",32,1.9448399E7,2.3362194129999995E7,1389142,48603.4766497749,0.895,48229,38207,29580,24135,26881,"cluster_2"
"Country: United Kingdom","Year: 2012",24,7260688.379999999,9393792.299999999,567152,41790.7791407408,0.898,87642,45219,28461,18806,51904,"cluster_2"
"Country: France","Year: 2012",21,6413594.4,7887715.100000001,620348,40874.715955798,0.8859999999999999,51453,24904,20464,19120,31418,"cluster_2"
"Country: Germany","Year: 2012",19,1.017829584E7,1.24046952E7,875038,44065.2489082767,0.9279999999999999,73051,35153,30681,25054,45032,"cluster_2"
"Country: Canada","Year: 2012",11,1858445.7,2429518.3200000003,196744,52496.6948704709,0.9079999999999999,48295,26065,16332,8945,28233,"cluster_2"
"Country: Russian Federation","Year: 2012",8,1990634.0,3405775.2,179200,15434.5747807126,0.7979999999999999,8375,6059,11568,19120,4832,"cluster_2"
"Country: India","Year: 2012",8,1167757.8,1757794.0,84148,1446.98540954319,0.6,27441,28606,31583,24217,11933,"cluster_2"
"Country: Italy","Year: 2012",7,2424814.39,3129930.94,222480,34814.1251168487,0.8740000000000001,44173,25434,17678,12039,24470,"cluster_2"
"Country: Australia","Year: 2012",7,2196914.32,2689830.92,165828,67864.6898624672,0.929,38338,21655,13039,7185,21902,"cluster_2"
"Country: Sweden","Year: 2012",6,993201.6,1295398.8,106080,57134.0770682404,0.9079999999999999,18745,8949,5113,3257,11254,"cluster_2"
"Country: Switzerland","Year: 2012",4,978980.0,1254713.8,84416,83538.2300783858,0.935,22045,8746,6311,4275,14325,"cluster_2"
"Country: Poland","Year: 2012",4,589563.0,947091.3600000001,66690,13145.539262786499,0.836,10623,9398,12075,8092,4912,"cluster_2"
"Country: South Korea","Year: 2012",4,1014400.0,1291919.04,124536,24358.7821758226,0.89,28959,22651,17356,8876,15342,"cluster_2"
"Country: Norway","Year: 2012",3,735400.0,873164.4,54400,101668.17065865199,0.9420000000000001,9059,4738,3410,1814,5120,"cluster_2"
"Country: Saudi Arabia","Year: 2012",3,719300.0,1464275.4,116176,25303.094621302997,0.835,4264,3683,3115,1842,2130,"cluster_2"
"Country: Finland","Year: 2012",3,437691.0,527980.8,31344,47415.5598711351,0.9079999999999999,8885,4479,2805,1688,5135,"cluster_2"
"Country: Taiwan","Year: 2012",3,356625.2,556484.0,38520,,,19719,11927,7605,4951,10505,"cluster_2"
"Country: Brazil","Year: 2012",2,465700.0,824637.6,48512,12291.466852329098,0.736,18324,17081,18911,10940,8907,"cluster_2"
"Country: Spain","Year: 2012",2,740085.0,883092.44,39208,28563.8590381915,0.873,39395,20968,16224,12714,23247,"cluster_2"
"Country: Denmark","Year: 2012",1,162098.0,183675.84,15672,58507.5002096272,0.924,12208,5365,3042,2413,7397,"cluster_2"
"Country: Austria","Year: 2012",1,152900.0,182829.0,20776,48567.69528642,0.899,10061,5235,3981,3222,6016,"cluster_2"
"Country: Belgium","Year: 2012",1,152347.9,175718.0,8448,44740.5832481477,0.905,15511,7601,5454,3516,9230,"cluster_2"
"Country: Mexico","Year: 2012",1,92282.1,116813.0,5616,9940.46882245558,0.757,6166,4607,4485,3909,3223,"cluster_2"
"Country: Israel","Year: 2012",1,77696.0,161595.0,13788,32525.9565867323,0.893,9852,5299,3240,1763,6017,"cluster_2"
"Country: Slovakia","Year: 2012",1,76533.0,94274.0,3072,17274.6423040509,0.8420000000000001,1658,1527,1646,1304,845,"cluster_2"
