"Country","Year","Num of Systems","RMax","RPeak","Total Cores","GDPpC","HDI","Q1","Q2","Q3","Q4","Top10","Cluster"
"Country: United States","Year: 2001",230,77848.10599999988,120192.07000000024,109681,37273.6181034176,0.887,194334,100900,60008,34136,113592,"cluster_0"
"Country: Germany","Year: 2001",59,12054.080000000002,18076.539999999997,14734,23687.3168928198,0.877,40991,24304,19912,13795,21562,"cluster_1"
"Country: Japan","Year: 2001",57,18383.520000000004,22966.339999999993,11896,33846.4656414342,0.8590000000000001,41426,33345,22882,14973,21067,"cluster_1"
"Country: United Kingdom","Year: 2001",34,7236.119999999999,9987.700000000004,7038,27427.58750236,0.871,54624,29340,15782,7516,28658,"cluster_1"
"Country: France","Year: 2001",23,3892.3999999999996,5228.2300000000005,3565,22433.555714194503,0.851,29460,16867,12708,8706,15910,"cluster_2"
"Country: South Korea","Year: 2001",16,2281.9,3224.0000000000014,1612,11252.907554078301,0.8240000000000001,9130,6427,5062,2408,4392,"cluster_2"
"Country: Canada","Year: 2001",11,1622.4000000000003,2181.5899999999997,1681,23691.5947188738,0.872,23414,13553,7951,3838,12644,"cluster_2"
"Country: Italy","Year: 2001",11,1348.43,1884.6,1278,20400.8111115225,0.8370000000000001,22071,13972,8783,4675,11073,"cluster_2"
"Country: Netherlands","Year: 2001",10,1835.0,2503.8000000000006,2190,26584.121690627202,0.879,14723,7019,4106,2224,8195,"cluster_2"
"Country: Sweden","Year: 2001",5,897.34,1396.3999999999999,1480,26969.244574725697,0.9,10995,5835,3044,1832,5754,"cluster_2"
"Country: Finland","Year: 2001",4,809.4,1160.2,924,24913.244516358398,0.8640000000000001,5292,2897,1674,904,2829,"cluster_2"
"Country: Taiwan","Year: 2001",4,634.9,824.8,385,,,7120,4606,3236,1654,3526,"cluster_2"
"Country: Australia","Year: 2001",4,1206.51,1573.2,800,19482.5679026647,0.9,15524,10063,5679,2682,7687,"cluster_2"
"Country: Venezuela","Year: 2001",3,299.0,422.40000000000003,192,4926.31133879699,0.68,460,437,333,330,240,"cluster_2"
"Country: China","Year: 2001",3,395.8,563.2,256,1053.1082430045199,0.602,14359,15999,21562,13511,6137,"cluster_2"
"Country: Austria","Year: 2001",3,311.2,446.8,268,24537.5142629883,0.8490000000000001,4653,3075,2015,1159,2378,"cluster_2"
"Country: Saudi Arabia","Year: 2001",2,772.0,1080.0,720,8643.49400482948,0.746,604,812,391,245,257,"cluster_2"
"Country: Spain","Year: 2001",2,231.2,332.8,192,15323.6113977547,0.828,15079,9925,7404,3568,7573,"cluster_2"
"Country: Mexico","Year: 2001",2,218.0,294.4,256,7341.882477822991,0.705,2859,2150,1847,1239,1338,"cluster_2"
"Country: Denmark","Year: 2001",2,230.0,333.0,222,30751.649460384302,0.8759999999999999,5654,2856,1827,624,3082,"cluster_2"
"Country: Switzerland","Year: 2001",2,238.9,320.0,256,38538.9900530944,0.8909999999999999,9808,4517,2944,1829,5764,"cluster_2"
"Country: Belgium","Year: 2001",2,295.4,422.40000000000003,192,23121.6011440246,0.8759999999999999,7063,3891,2543,1600,3738,"cluster_2"
"Country: Norway","Year: 2001",2,240.2,316.8,284,38549.5893413937,0.9159999999999999,3593,2092,1619,571,1770,"cluster_2"
"Country: Brazil","Year: 2001",2,392.5,563.2,256,3146.94890366357,0.691,6166,5398,4346,2134,2865,"cluster_2"
"Country: Luxembourg","Year: 2001",1,137.1,204.8,256,48179.4208526047,0.861,59,49,30,11,34,"cluster_2"
"Country: Hong Kong","Year: 2001",1,441.0,636.0,424,25230.2163329516,0.835,4059,2499,1546,806,2051,"cluster_2"
"Country: New Zealand","Year: 2001",1,115.9,168.0,140,13882.8568268586,0.873,2870,2164,1106,479,1460,"cluster_2"
"Country: Russian Federation","Year: 2001",1,109.1,158.4,72,2100.3623859404197,0.727,6822,5601,10858,14173,3288,"cluster_2"
"Country: Portugal","Year: 2001",1,301.0,444.0,296,11729.146162981102,0.79,2273,1527,1043,596,1070,"cluster_2"
"Country: Puerto Rico","Year: 2001",1,99.9,140.8,64,18123.198701991798,,239,133,68,60,129,"cluster_2"
"Country: Singapore","Year: 2001",1,99.2,140.8,64,21577.0782270996,0.8220000000000001,2804,1933,1338,796,1371,"cluster_2"
