"Country","Year","Num of Systems","RMax","RPeak","Total Cores","GDPpC","HDI","Q1","Q2","Q3","Q4","Top10","Cluster"
"Country: United States","Year: 2011",263,3.1674460730000008E7,4.663034333E7,4522445,49793.713524920095,0.917,291926,153951,99995,60481,172998,"cluster_0"
"Country: China","Year: 2011",74,1.0489499070000006E7,1.9377480399999972E7,1315608,5633.7957168394,0.7140000000000001,92913,86253,125529,79538,47252,"cluster_1"
"Country: Japan","Year: 2011",30,1.4224106390000004E7,1.7223334740000006E7,1057854,48167.9972684965,0.89,47535,36689,29627,22682,25571,"cluster_2"
"Country: United Kingdom","Year: 2011",27,2771502.98,3868494.6399999997,304400,41412.3492395708,0.899,81818,43944,28686,17268,46272,"cluster_2"
"Country: France","Year: 2011",23,3709337.4,4759186.78,458136,43790.7353990492,0.884,49159,24462,20443,17407,28468,"cluster_2"
"Country: Germany","Year: 2011",20,3631255.33,4773673.880000001,612672,46810.327958805705,0.9259999999999999,68955,34388,29565,23379,39829,"cluster_2"
"Country: Canada","Year: 2011",9,1249486.5,1744525.68,137200,52082.2107601003,0.905,45090,24861,15776,8688,25346,"cluster_2"
"Country: Poland","Year: 2011",6,439119.0,650103.5599999999,50944,13893.509259001,0.8390000000000001,9242,8465,9964,8777,4078,"cluster_2"
"Country: Russian Federation","Year: 2011",5,1043069.2,1869298.4,75912,14351.2120537753,0.789,7628,6174,11784,21048,3948,"cluster_2"
"Country: Italy","Year: 2011",4,426219.0,666698.9400000001,41200,38334.6838499718,0.875,40549,24518,16500,10363,21446,"cluster_2"
"Country: Australia","Year: 2011",4,353753.52,479797.92000000004,35424,62411.785447396105,0.925,34740,20203,12109,6448,19103,"cluster_2"
"Country: South Korea","Year: 2011",3,907600.0,1065455.04,116472,24079.788523886,0.888,26080,19321,17541,7995,13534,"cluster_2"
"Country: Switzerland","Year: 2011",3,409690.0,607459.2,59968,88415.6280609527,0.932,20256,8407,5905,3557,12481,"cluster_2"
"Country: Sweden","Year: 2011",3,396460.0,547861.2,63464,59593.28711197191,0.9059999999999999,17059,8338,4898,3056,9784,"cluster_2"
"Country: Ireland","Year: 2011",3,194814.0,270950.4,24192,52186.4962698666,0.895,5789,3153,2365,1208,3264,"cluster_2"
"Country: Saudi Arabia","Year: 2011",3,317470.0,366836.4,77824,23770.747386207204,0.823,3074,2798,2323,1467,1520,"cluster_2"
"Country: Israel","Year: 2011",3,213056.56,442031.1599999999,37716,33689.8385335933,0.892,9359,5141,3134,1514,5509,"cluster_2"
"Country: Spain","Year: 2011",3,239060.0,380577.44,19704,31835.2888008408,0.87,35558,18988,16250,11721,20266,"cluster_2"
"Country: Taiwan","Year: 2011",2,247530.0,380195.0,30996,,,19022,10872,8135,4565,10473,"cluster_2"
"Country: India","Year: 2011",2,187910.0,242995.2,18128,1461.67195733892,0.591,23764,24287,27035,20750,10699,"cluster_2"
"Country: Austria","Year: 2011",2,205970.0,241204.0,26248,51374.9584066934,0.897,9374,5301,3983,2773,5192,"cluster_2"
"Country: Denmark","Year: 2011",2,213464.0,281979.83999999997,25912,61753.6600721804,0.922,10783,5182,3543,1392,6177,"cluster_2"
"Country: Brazil","Year: 2011",2,269730.0,330444.8,37184,13167.472891753301,0.731,15788,16088,17125,9501,7345,"cluster_2"
"Country: Finland","Year: 2011",1,76510.0,101996.8,10864,50790.7241454802,0.907,8224,4370,2801,1566,4602,"cluster_2"
"Country: Belgium","Year: 2011",1,64597.0,151471.87,16704,47702.811894168495,0.904,14561,7307,5042,3056,8341,"cluster_2"
"Country: South Africa","Year: 2011",1,61330.0,74257.92,6336,7976.466077040959,0.657,5061,4384,3263,2031,2624,"cluster_2"
"Country: Singapore","Year: 2011",1,52633.0,98995.0,9304,53237.5649111969,0.914,7805,3777,2401,1312,5116,"cluster_2"
