,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI,Q1,Q2,Q3,Q4,Top10,Cluster
129,Country: Italy,Year: 1998,Num of Systems: 10,RMax: 4,RPeak: 4,Total Cores: 6,GDPpC: 7,HDI: 7,Q1: 2,Q2: 2,Q3: 3,Q4: 2,Top10: 2,cluster_2
130,Country: Belgium,Year: 1998,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 6,HDI: 4,Q1: 6,Q2: 7,Q3: 8,Q4: 7,Top10: 6,cluster_2
131,Country: Hong Kong,Year: 1998,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 5,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10,cluster_2
132,Country: Taiwan,Year: 1998,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 7,,,Q1: 8,Q2: 8,Q3: 7,Q4: 8,Top10: 6,cluster_2
133,Country: Russian Federation,Year: 1998,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 9,GDPpC: 10,HDI: 10,Q1: 6,Q2: 5,Q3: 2,Q4: 1,Top10: 8,cluster_2
134,Country: France,Year: 1999,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 6,HDI: 8,Q1: 1,Q2: 1,Q3: 2,Q4: 1,Top10: 1,cluster_2
135,Country: United Kingdom,Year: 1999,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 6,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1,cluster_2
136,Country: Sweden,Year: 1999,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 2,GDPpC: 3,HDI: 2,Q1: 4,Q2: 4,Q3: 5,Q4: 5,Top10: 4,cluster_2
137,Country: Netherlands,Year: 1999,Num of Systems: 2,RMax: 3,RPeak: 2,Total Cores: 2,GDPpC: 4,HDI: 3,Q1: 3,Q2: 4,Q3: 4,Q4: 4,Top10: 3,cluster_2
138,Country: Italy,Year: 1999,Num of Systems: 3,RMax: 2,RPeak: 2,Total Cores: 3,GDPpC: 7,HDI: 9,Q1: 2,Q2: 2,Q3: 3,Q4: 2,Top10: 2,cluster_2
139,Country: Switzerland,Year: 1999,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 3,GDPpC: 1,HDI: 2,Q1: 5,Q2: 5,Q3: 5,Q4: 5,Top10: 4,cluster_2
140,Country: South Korea,Year: 1999,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 5,Q2: 5,Q3: 4,Q4: 3,Top10: 6,cluster_2
141,Country: Canada,Year: 1999,Num of Systems: 3,RMax: 2,RPeak: 3,Total Cores: 4,GDPpC: 7,HDI: 4,Q1: 2,Q2: 2,Q3: 2,Q4: 3,Top10: 2,cluster_2
142,Country: Australia,Year: 1999,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 8,HDI: 1,Q1: 3,Q2: 3,Q3: 3,Q4: 4,Top10: 3,cluster_2
143,Country: Luxembourg,Year: 1999,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 1,HDI: 7,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
144,Country: Finland,Year: 1999,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 5,HDI: 7,Q1: 8,Q2: 8,Q3: 9,Q4: 8,Top10: 8,cluster_2
145,Country: Norway,Year: 1999,Num of Systems: 6,RMax: 7,RPeak: 7,Total Cores: 6,GDPpC: 2,HDI: 1,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9,cluster_2
146,Country: Austria,Year: 1999,Num of Systems: 10,RMax: 9,RPeak: 8,Total Cores: 8,GDPpC: 4,HDI: 8,Q1: 8,Q2: 7,Q3: 7,Q4: 7,Top10: 8,cluster_2
147,Country: Mexico,Year: 1999,Num of Systems: 10,RMax: 10,RPeak: 10,Total Cores: 9,GDPpC: 10,HDI: 10,Q1: 10,Q2: 10,Q3: 8,Q4: 7,Top10: 10,cluster_2
148,Country: China,Year: 1999,Num of Systems: 9,RMax: 9,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 10,Q1: 4,Q2: 3,Q3: 1,Q4: 1,Top10: 5,cluster_2
149,Country: New Zealand,Year: 1999,Num of Systems: 9,RMax: 7,RPeak: 6,Total Cores: 7,GDPpC: 9,HDI: 4,Q1: 9,Q2: 9,Q3: 10,Q4: 9,Top10: 9,cluster_2
150,Country: Israel,Year: 1999,Num of Systems: 8,RMax: 8,RPeak: 9,Total Cores: 9,GDPpC: 8,HDI: 6,Q1: 6,Q2: 7,Q3: 7,Q4: 8,Top10: 6,cluster_2
151,Country: Belgium,Year: 1999,Num of Systems: 8,RMax: 8,RPeak: 8,Total Cores: 7,GDPpC: 6,HDI: 3,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 5,cluster_2
152,Country: Taiwan,Year: 1999,Num of Systems: 7,RMax: 6,RPeak: 7,Total Cores: 10,,,Q1: 7,Q2: 6,Q3: 6,Q4: 6,Top10: 7,cluster_2
153,Country: Denmark,Year: 1999,Num of Systems: 7,RMax: 10,RPeak: 9,Total Cores: 8,GDPpC: 2,HDI: 5,Q1: 7,Q2: 8,Q3: 8,Q4: 9,Top10: 7,cluster_2
154,Country: Netherlands,Year: 2000,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 2,Q1: 2,Q2: 2,Q3: 3,Q4: 2,Top10: 1,cluster_2
155,Country: Italy,Year: 2000,Num of Systems: 1,RMax: 3,RPeak: 3,Total Cores: 1,GDPpC: 7,HDI: 7,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
156,Country: Sweden,Year: 2000,Num of Systems: 2,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 1,Q1: 3,Q2: 3,Q3: 5,Q4: 5,Top10: 3,cluster_2
157,Country: Canada,Year: 2000,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 3,GDPpC: 5,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
158,Country: Switzerland,Year: 2000,Num of Systems: 1,RMax: 4,RPeak: 3,Total Cores: 3,GDPpC: 1,HDI: 2,Q1: 3,Q2: 4,Q3: 5,Q4: 4,Top10: 3,cluster_2
159,Country: Austria,Year: 2000,Num of Systems: 3,RMax: 1,RPeak: 1,Total Cores: 2,GDPpC: 4,HDI: 6,Q1: 7,Q2: 6,Q3: 7,Q4: 6,Top10: 7,cluster_2
160,Country: Australia,Year: 2000,Num of Systems: 3,RMax: 3,RPeak: 4,Total Cores: 4,GDPpC: 6,HDI: 1,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 2,cluster_2
161,Country: Finland,Year: 2000,Num of Systems: 4,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 4,HDI: 5,Q1: 6,Q2: 7,Q3: 8,Q4: 7,Top10: 6,cluster_2
162,Country: South Korea,Year: 2000,Num of Systems: 4,RMax: 4,RPeak: 5,Total Cores: 5,GDPpC: 8,HDI: 8,Q1: 4,Q2: 3,Q3: 2,Q4: 3,Top10: 4,cluster_2
163,Country: Brazil,Year: 2000,Num of Systems: 7,RMax: 7,RPeak: 8,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 6,Q2: 4,Q3: 4,Q4: 4,Top10: 6,cluster_2
164,Country: Spain,Year: 2000,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 8,GDPpC: 7,HDI: 8,Q1: 2,Q2: 2,Q3: 1,Q4: 1,Top10: 2,cluster_2
165,Country: Belgium,Year: 2000,Num of Systems: 6,RMax: 8,RPeak: 7,Total Cores: 7,GDPpC: 5,HDI: 3,Q1: 4,Q2: 6,Q3: 6,Q4: 5,Top10: 4,cluster_2
166,Country: Taiwan,Year: 2000,Num of Systems: 6,RMax: 6,RPeak: 6,Total Cores: 8,,,Q1: 5,Q2: 6,Q3: 4,Q4: 6,Top10: 5,cluster_2
167,Country: Denmark,Year: 2000,Num of Systems: 6,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 2,HDI: 4,Q1: 6,Q2: 7,Q3: 6,Q4: 9,Top10: 6,cluster_2
168,Country: Luxembourg,Year: 2000,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 1,HDI: 5,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
169,Country: Saudi Arabia,Year: 2000,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 9,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
170,Country: Mexico,Year: 2000,Num of Systems: 10,RMax: 8,RPeak: 9,Total Cores: 7,GDPpC: 9,HDI: 10,Q1: 9,Q2: 9,Q3: 7,Q4: 6,Top10: 9,cluster_2
171,Country: New Zealand,Year: 2000,Num of Systems: 10,RMax: 9,RPeak: 8,Total Cores: 9,GDPpC: 8,HDI: 3,Q1: 9,Q2: 8,Q3: 10,Q4: 10,Top10: 9,cluster_2
172,Country: Hong Kong,Year: 2000,Num of Systems: 10,RMax: 5,RPeak: 4,Total Cores: 4,GDPpC: 3,HDI: 7,Q1: 8,Q2: 8,Q3: 9,Q4: 8,Top10: 8,cluster_2
173,Country: Norway,Year: 2000,Num of Systems: 9,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 1,HDI: 1,Q1: 8,Q2: 9,Q3: 8,Q4: 9,Top10: 8,cluster_2
174,Country: Israel,Year: 2000,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 6,HDI: 6,Q1: 5,Q2: 5,Q3: 6,Q4: 7,Top10: 5,cluster_2
175,Country: Hungary,Year: 2000,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 9,Q1: 10,Q2: 10,Q3: 9,Q4: 8,Top10: 10,cluster_2
176,Country: Poland,Year: 2000,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 9,Q1: 7,Q2: 5,Q3: 3,Q4: 3,Top10: 7,cluster_2
177,Country: France,Year: 2001,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 5,HDI: 5,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
178,Country: South Korea,Year: 2001,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 2,GDPpC: 8,HDI: 7,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 4,cluster_2
179,Country: Canada,Year: 2001,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 1,GDPpC: 4,HDI: 4,Q1: 1,Q2: 2,Q3: 2,Q4: 2,Top10: 1,cluster_2
180,Country: Italy,Year: 2001,Num of Systems: 1,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 6,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1,cluster_2
181,Country: Netherlands,Year: 2001,Num of Systems: 2,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 2,Q1: 2,Q2: 3,Q3: 4,Q4: 4,Top10: 2,cluster_2
182,Country: Sweden,Year: 2001,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 2,GDPpC: 2,HDI: 1,Q1: 3,Q2: 4,Q3: 5,Q4: 4,Top10: 4,cluster_2
183,Country: Finland,Year: 2001,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 3,HDI: 4,Q1: 6,Q2: 6,Q3: 7,Q4: 7,Top10: 6,cluster_2
184,Country: Taiwan,Year: 2001,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,,,Q1: 4,Q2: 5,Q3: 4,Q4: 5,Top10: 5,cluster_2
185,Country: Australia,Year: 2001,Num of Systems: 3,RMax: 2,RPeak: 2,Total Cores: 3,GDPpC: 6,HDI: 1,Q1: 2,Q2: 2,Q3: 3,Q4: 3,Top10: 2,cluster_2
186,Country: Venezuela,Year: 2001,Num of Systems: 5,RMax: 6,RPeak: 7,Total Cores: 9,GDPpC: 9,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10,cluster_2
187,Country: China,Year: 2001,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 7,GDPpC: 10,HDI: 10,Q1: 3,Q2: 1,Q3: 1,Q4: 1,Top10: 3,cluster_2
188,Country: Austria,Year: 2001,Num of Systems: 4,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 4,HDI: 6,Q1: 7,Q2: 6,Q3: 6,Q4: 6,Top10: 7,cluster_2
189,Country: Saudi Arabia,Year: 2001,Num of Systems: 8,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 9,HDI: 8,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9,cluster_2
190,Country: Spain,Year: 2001,Num of Systems: 7,RMax: 8,RPeak: 7,Total Cores: 9,GDPpC: 7,HDI: 7,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2,cluster_2
191,Country: Mexico,Year: 2001,Num of Systems: 7,RMax: 9,RPeak: 9,Total Cores: 7,GDPpC: 9,HDI: 9,Q1: 8,Q2: 8,Q3: 6,Q4: 6,Top10: 9,cluster_2
192,Country: Denmark,Year: 2001,Num of Systems: 7,RMax: 8,RPeak: 7,Total Cores: 8,GDPpC: 2,HDI: 3,Q1: 6,Q2: 7,Q3: 7,Q4: 8,Top10: 6,cluster_2
193,Country: Switzerland,Year: 2001,Num of Systems: 6,RMax: 7,RPeak: 8,Total Cores: 7,GDPpC: 1,HDI: 2,Q1: 4,Q2: 5,Q3: 5,Q4: 5,Top10: 3,cluster_2
194,Country: Belgium,Year: 2001,Num of Systems: 6,RMax: 7,RPeak: 6,Total Cores: 8,GDPpC: 5,HDI: 3,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 4,cluster_2
195,Country: Norway,Year: 2001,Num of Systems: 6,RMax: 7,RPeak: 8,Total Cores: 5,GDPpC: 1,HDI: 1,Q1: 7,Q2: 8,Q3: 7,Q4: 9,Top10: 7,cluster_2
196,Country: Brazil,Year: 2001,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 6,Q2: 4,Q3: 4,Q4: 4,Top10: 6,cluster_2
197,Country: Luxembourg,Year: 2001,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 6,GDPpC: 1,HDI: 5,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
198,Country: Hong Kong,Year: 2001,Num of Systems: 10,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 3,HDI: 6,Q1: 7,Q2: 7,Q3: 8,Q4: 7,Top10: 7,cluster_2
199,Country: New Zealand,Year: 2001,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 7,HDI: 3,Q1: 8,Q2: 7,Q3: 9,Q4: 9,Top10: 8,cluster_2
200,Country: Russian Federation,Year: 2001,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 9,Q1: 5,Q2: 4,Q3: 1,Q4: 1,Top10: 5,cluster_2
201,Country: Portugal,Year: 2001,Num of Systems: 9,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 8,HDI: 8,Q1: 9,Q2: 9,Q3: 9,Q4: 8,Top10: 9,cluster_2
202,Country: Puerto Rico,Year: 2001,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 7,,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
203,Country: Singapore,Year: 2001,Num of Systems: 8,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 5,HDI: 8,Q1: 9,Q2: 9,Q3: 8,Q4: 7,Top10: 8,cluster_2
204,Country: France,Year: 2002,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
205,Country: Italy,Year: 2002,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 2,GDPpC: 5,HDI: 5,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1,cluster_2
206,Country: South Korea,Year: 2002,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 4,GDPpC: 7,HDI: 6,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 4,cluster_2
207,Country: Netherlands,Year: 2002,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 1,GDPpC: 2,HDI: 3,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 2,cluster_2
208,Country: Canada,Year: 2002,Num of Systems: 3,RMax: 4,RPeak: 5,Total Cores: 4,GDPpC: 4,HDI: 3,Q1: 1,Q2: 2,Q3: 2,Q4: 2,Top10: 1,cluster_2
209,Country: Mexico,Year: 2002,Num of Systems: 3,RMax: 5,RPeak: 4,Total Cores: 3,GDPpC: 8,HDI: 8,Q1: 8,Q2: 7,Q3: 7,Q4: 6,Top10: 9,cluster_2
210,Country: Sweden,Year: 2002,Num of Systems: 3,RMax: 2,RPeak: 2,Total Cores: 3,GDPpC: 1,HDI: 1,Q1: 3,Q2: 4,Q3: 5,Q4: 6,Top10: 3,cluster_2
211,Country: China,Year: 2002,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 5,GDPpC: 10,HDI: 10,Q1: 2,Q2: 1,Q3: 1,Q4: 1,Top10: 3,cluster_2
212,Country: Belgium,Year: 2002,Num of Systems: 4,RMax: 6,RPeak: 7,Total Cores: 7,GDPpC: 3,HDI: 3,Q1: 5,Q2: 6,Q3: 6,Q4: 5,Top10: 5,cluster_2
213,Country: Finland,Year: 2002,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 2,HDI: 4,Q1: 6,Q2: 7,Q3: 7,Q4: 7,Top10: 6,cluster_2
214,Country: Thailand,Year: 2002,Num of Systems: 7,RMax: 8,RPeak: 8,Total Cores: 7,GDPpC: 10,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
215,Country: Brazil,Year: 2002,Num of Systems: 7,RMax: 9,RPeak: 9,Total Cores: 8,GDPpC: 8,HDI: 9,Q1: 5,Q2: 4,Q3: 4,Q4: 4,Top10: 5,cluster_2
216,Country: Egypt,Year: 2002,Num of Systems: 6,RMax: 7,RPeak: 4,Total Cores: 2,GDPpC: 10,HDI: 10,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10,cluster_2
217,Country: Saudi Arabia,Year: 2002,Num of Systems: 6,RMax: 4,RPeak: 3,Total Cores: 1,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
218,Country: Norway,Year: 2002,Num of Systems: 5,RMax: 5,RPeak: 6,Total Cores: 5,GDPpC: 1,HDI: 1,Q1: 7,Q2: 9,Q3: 7,Q4: 9,Top10: 7,cluster_2
219,Country: Taiwan,Year: 2002,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 7,,,Q1: 5,Q2: 5,Q3: 5,Q4: 5,Top10: 5,cluster_2
220,Country: Australia,Year: 2002,Num of Systems: 5,RMax: 3,RPeak: 5,Total Cores: 6,GDPpC: 6,HDI: 1,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 3,cluster_2
221,Country: Hong Kong,Year: 2002,Num of Systems: 9,RMax: 7,RPeak: 7,Total Cores: 6,GDPpC: 3,HDI: 5,Q1: 7,Q2: 7,Q3: 8,Q4: 8,Top10: 7,cluster_2
222,Country: Singapore,Year: 2002,Num of Systems: 8,RMax: 6,RPeak: 6,Total Cores: 8,GDPpC: 5,HDI: 7,Q1: 8,Q2: 9,Q3: 9,Q4: 7,Top10: 8,cluster_2
223,Country: Spain,Year: 2002,Num of Systems: 8,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 6,HDI: 6,Q1: 3,Q2: 2,Q3: 3,Q4: 3,Top10: 2,cluster_2
224,Country: South Africa,Year: 2002,Num of Systems: 7,RMax: 9,RPeak: 10,Total Cores: 9,GDPpC: 9,HDI: 10,Q1: 9,Q2: 8,Q3: 8,Q4: 9,Top10: 9,cluster_2
225,Country: Portugal,Year: 2002,Num of Systems: 10,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 7,HDI: 7,Q1: 9,Q2: 9,Q3: 9,Q4: 8,Top10: 9,cluster_2
226,Country: Russian Federation,Year: 2002,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 5,GDPpC: 9,HDI: 8,Q1: 6,Q2: 5,Q3: 1,Q4: 1,Top10: 6,cluster_2
227,Country: Switzerland,Year: 2002,Num of Systems: 10,RMax: 7,RPeak: 7,Total Cores: 9,GDPpC: 1,HDI: 2,Q1: 4,Q2: 5,Q3: 5,Q4: 5,Top10: 4,cluster_2
228,Country: New Zealand,Year: 2002,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 6,HDI: 2,Q1: 9,Q2: 8,Q3: 9,Q4: 10,Top10: 8,cluster_2
229,Country: Austria,Year: 2002,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 3,HDI: 6,Q1: 7,Q2: 6,Q3: 6,Q4: 7,Top10: 7,cluster_2
230,Country: Italy,Year: 2003,Num of Systems: 1,RMax: 1,RPeak: 2,Total Cores: 1,GDPpC: 4,HDI: 5,Q1: 1,Q2: 1,Q3: 1,Q4: 2,Top10: 1,cluster_2
231,Country: France,Year: 2003,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1,cluster_2
232,Country: South Korea,Year: 2003,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 7,HDI: 6,Q1: 3,Q2: 3,Q3: 3,Q4: 3,Top10: 3,cluster_2
233,Country: China,Year: 2003,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 2,cluster_2
234,Country: Saudi Arabia,Year: 2003,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 7,HDI: 7,Q1: 9,Q2: 9,Q3: 9,Q4: 10,Top10: 9,cluster_2
235,Country: Canada,Year: 2003,Num of Systems: 2,RMax: 2,RPeak: 1,Total Cores: 2,GDPpC: 4,HDI: 3,Q1: 1,Q2: 1,Q3: 2,Q4: 2,Top10: 1,cluster_2
236,Country: Netherlands,Year: 2003,Num of Systems: 2,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 2,HDI: 2,Q1: 2,Q2: 3,Q3: 4,Q4: 4,Top10: 1,cluster_2
237,Country: Australia,Year: 2003,Num of Systems: 3,RMax: 2,RPeak: 3,Total Cores: 3,GDPpC: 5,HDI: 1,Q1: 2,Q2: 2,Q3: 3,Q4: 3,Top10: 2,cluster_2
238,Country: Spain,Year: 2003,Num of Systems: 3,RMax: 4,RPeak: 5,Total Cores: 4,GDPpC: 6,HDI: 6,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2,cluster_2
239,Country: Sweden,Year: 2003,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 3,GDPpC: 2,HDI: 1,Q1: 3,Q2: 3,Q3: 5,Q4: 4,Top10: 3,cluster_2
240,Country: Taiwan,Year: 2003,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 4,,,Q1: 4,Q2: 4,Q3: 4,Q4: 5,Top10: 4,cluster_2
241,Country: New Zealand,Year: 2003,Num of Systems: 4,RMax: 3,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 2,Q1: 8,Q2: 7,Q3: 8,Q4: 8,Top10: 7,cluster_2
242,Country: Singapore,Year: 2003,Num of Systems: 4,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 5,HDI: 6,Q1: 7,Q2: 8,Q3: 8,Q4: 7,Top10: 7,cluster_2
243,Country: Mexico,Year: 2003,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 8,HDI: 9,Q1: 7,Q2: 7,Q3: 6,Q4: 6,Top10: 8,cluster_2
244,Country: Norway,Year: 2003,Num of Systems: 6,RMax: 6,RPeak: 7,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 7,Q2: 8,Q3: 7,Q4: 8,Top10: 7,cluster_2
245,Country: Brazil,Year: 2003,Num of Systems: 6,RMax: 6,RPeak: 6,Total Cores: 7,GDPpC: 9,HDI: 9,Q1: 4,Q2: 3,Q3: 3,Q4: 3,Top10: 5,cluster_2
246,Country: Hong Kong,Year: 2003,Num of Systems: 6,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 4,HDI: 5,Q1: 6,Q2: 6,Q3: 7,Q4: 7,Top10: 6,cluster_2
247,Country: Malaysia,Year: 2003,Num of Systems: 5,RMax: 5,RPeak: 4,Total Cores: 4,GDPpC: 8,HDI: 8,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9,cluster_2
248,Country: Switzerland,Year: 2003,Num of Systems: 5,RMax: 4,RPeak: 4,Total Cores: 5,GDPpC: 1,HDI: 1,Q1: 3,Q2: 5,Q3: 4,Q4: 4,Top10: 3,cluster_2
249,Country: Finland,Year: 2003,Num of Systems: 5,RMax: 5,RPeak: 6,Total Cores: 5,GDPpC: 3,HDI: 4,Q1: 6,Q2: 6,Q3: 7,Q4: 6,Top10: 6,cluster_2
250,Country: India,Year: 2003,Num of Systems: 8,RMax: 6,RPeak: 5,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 3,Q2: 2,Q3: 2,Q4: 1,Top10: 4,cluster_2
251,Country: Russian Federation,Year: 2003,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 5,GDPpC: 9,HDI: 8,Q1: 5,Q2: 4,Q3: 1,Q4: 1,Top10: 5,cluster_2
252,Country: Denmark,Year: 2003,Num of Systems: 7,RMax: 7,RPeak: 9,Total Cores: 9,GDPpC: 2,HDI: 2,Q1: 5,Q2: 6,Q3: 6,Q4: 8,Top10: 5,cluster_2
253,Country: South Africa,Year: 2003,Num of Systems: 7,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 9,HDI: 10,Q1: 9,Q2: 8,Q3: 8,Q4: 8,Top10: 8,cluster_2
254,Country: Belgium,Year: 2003,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 7,GDPpC: 3,HDI: 3,Q1: 4,Q2: 5,Q3: 5,Q4: 5,Top10: 3,cluster_2
255,Country: Oman,Year: 2003,Num of Systems: 10,RMax: 8,RPeak: 7,Total Cores: 8,GDPpC: 7,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10,cluster_2
256,Country: Belarus,Year: 2003,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 10,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10,cluster_2
257,Country: Portugal,Year: 2003,Num of Systems: 10,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 6,HDI: 7,Q1: 8,Q2: 8,Q3: 8,Q4: 7,Top10: 8,cluster_2
