,Country,Year,Num of Systems,RMax,RPeak,Total Cores,GDPpC,HDI,Q1,Q2,Q3,Q4,Top10
494,Country: Russian Federation,Year: 2010,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 10,HDI: 9,Q1: 9,Q2: 7,Q3: 5,Q4: 2,Top10: 9
495,Country: South Korea,Year: 2010,Num of Systems: 7,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 8,HDI: 7,Q1: 4,Q2: 4,Q3: 3,Q4: 6,Top10: 4
496,Country: United Kingdom,Year: 2010,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 4,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
497,Country: Brazil,Year: 2010,Num of Systems: 9,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 9,HDI: 10,Q1: 6,Q2: 5,Q3: 3,Q4: 4,Top10: 6
498,Country: Saudi Arabia,Year: 2010,Num of Systems: 4,RMax: 3,RPeak: 4,Total Cores: 3,GDPpC: 9,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
499,Country: Switzerland,Year: 2010,Num of Systems: 6,RMax: 4,RPeak: 5,Total Cores: 4,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 6,Q4: 6,Top10: 5
500,Country: Canada,Year: 2010,Num of Systems: 4,RMax: 4,RPeak: 3,Total Cores: 4,GDPpC: 3,HDI: 5,Q1: 3,Q2: 2,Q3: 4,Q4: 5,Top10: 3
501,Country: India,Year: 2010,Num of Systems: 6,RMax: 6,RPeak: 6,Total Cores: 7,GDPpC: 10,HDI: 10,Q1: 5,Q2: 3,Q3: 2,Q4: 3,Top10: 5
502,Country: Australia,Year: 2010,Num of Systems: 5,RMax: 5,RPeak: 4,Total Cores: 6,GDPpC: 2,HDI: 1,Q1: 4,Q2: 4,Q3: 5,Q4: 5,Top10: 4
503,Country: Sweden,Year: 2010,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 2,HDI: 4,Q1: 6,Q2: 6,Q3: 7,Q4: 7,Top10: 6
504,Country: Poland,Year: 2010,Num of Systems: 3,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 9,HDI: 9,Q1: 7,Q2: 6,Q3: 6,Q4: 4,Top10: 8
505,Country: Italy,Year: 2010,Num of Systems: 3,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 7,HDI: 8,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
506,Country: Finland,Year: 2010,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 8,GDPpC: 4,HDI: 5,Q1: 8,Q2: 8,Q3: 8,Q4: 8,Top10: 8
507,Country: Spain,Year: 2010,Num of Systems: 7,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 8,HDI: 8,Q1: 3,Q2: 4,Q3: 4,Q4: 3,Top10: 3
508,Country: Netherlands,Year: 2010,Num of Systems: 8,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 2,HDI: 3,Q1: 4,Q2: 5,Q3: 6,Q4: 6,Top10: 4
509,Country: Denmark,Year: 2010,Num of Systems: 8,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 1,HDI: 2,Q1: 7,Q2: 8,Q3: 8,Q4: 9,Top10: 7
510,Country: Belgium,Year: 2010,Num of Systems: 8,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 5,HDI: 4,Q1: 6,Q2: 7,Q3: 7,Q4: 7,Top10: 6
511,Country: Norway,Year: 2010,Num of Systems: 6,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 1,HDI: 1,Q1: 8,Q2: 8,Q3: 8,Q4: 8,Top10: 8
512,Country: Slovenia,Year: 2010,Num of Systems: 10,RMax: 9,RPeak: 10,Total Cores: 10,GDPpC: 8,HDI: 7,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
513,Country: Ireland,Year: 2010,Num of Systems: 10,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 3,HDI: 3,Q1: 10,Q2: 10,Q3: 9,Q4: 9,Top10: 9
514,Country: Austria,Year: 2010,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 4,HDI: 6,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 7
515,Country: Singapore,Year: 2010,Num of Systems: 7,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 4,HDI: 3,Q1: 8,Q2: 9,Q3: 9,Q4: 8,Top10: 7
516,Country: Hong Kong,Year: 2010,Num of Systems: 9,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 7,HDI: 6,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9
517,Country: New Zealand,Year: 2010,Num of Systems: 5,RMax: 7,RPeak: 7,Total Cores: 6,GDPpC: 7,HDI: 6,Q1: 9,Q2: 9,Q3: 10,Q4: 10,Top10: 10
518,Country: Japan,Year: 2011,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 5,HDI: 6,Q1: 2,Q2: 2,Q3: 1,Q4: 2,Top10: 2
519,Country: China,Year: 2011,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
520,Country: United States,Year: 2011,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 4,HDI: 2,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
521,Country: France,Year: 2011,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 7,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 2
522,Country: Germany,Year: 2011,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 1,Q1: 2,Q2: 2,Q3: 2,Q4: 1,Top10: 2
523,Country: Russian Federation,Year: 2011,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 9,Q2: 7,Q3: 6,Q4: 2,Top10: 9
524,Country: United Kingdom,Year: 2011,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 5,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
525,Country: South Korea,Year: 2011,Num of Systems: 7,RMax: 4,RPeak: 4,Total Cores: 3,GDPpC: 8,HDI: 7,Q1: 4,Q2: 4,Q3: 3,Q4: 6,Top10: 4
526,Country: Switzerland,Year: 2011,Num of Systems: 7,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 1,HDI: 1,Q1: 5,Q2: 6,Q3: 7,Q4: 7,Top10: 5
527,Country: Canada,Year: 2011,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 3,HDI: 4,Q1: 3,Q2: 2,Q3: 5,Q4: 5,Top10: 3
528,Country: Sweden,Year: 2011,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 4,GDPpC: 2,HDI: 3,Q1: 6,Q2: 7,Q3: 7,Q4: 7,Top10: 6
529,Country: Brazil,Year: 2011,Num of Systems: 9,RMax: 6,RPeak: 7,Total Cores: 6,GDPpC: 9,HDI: 9,Q1: 6,Q2: 5,Q3: 4,Q4: 4,Top10: 7
530,Country: Saudi Arabia,Year: 2011,Num of Systems: 6,RMax: 6,RPeak: 7,Total Cores: 4,GDPpC: 8,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10
531,Country: Taiwan,Year: 2011,Num of Systems: 9,RMax: 7,RPeak: 7,Total Cores: 7,,,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 6
532,Country: Denmark,Year: 2011,Num of Systems: 8,RMax: 7,RPeak: 8,Total Cores: 8,GDPpC: 1,HDI: 2,Q1: 7,Q2: 8,Q3: 8,Q4: 10,Top10: 7
533,Country: Austria,Year: 2011,Num of Systems: 8,RMax: 8,RPeak: 9,Total Cores: 7,GDPpC: 3,HDI: 5,Q1: 7,Q2: 8,Q3: 8,Q4: 8,Top10: 8
534,Country: Italy,Year: 2011,Num of Systems: 4,RMax: 4,RPeak: 4,Total Cores: 6,GDPpC: 7,HDI: 7,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
535,Country: India,Year: 2011,Num of Systems: 7,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 10,HDI: 10,Q1: 5,Q2: 4,Q3: 2,Q4: 2,Top10: 5
536,Country: Poland,Year: 2011,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 5,GDPpC: 9,HDI: 8,Q1: 8,Q2: 6,Q3: 6,Q4: 5,Top10: 9
537,Country: Australia,Year: 2011,Num of Systems: 4,RMax: 6,RPeak: 6,Total Cores: 7,GDPpC: 1,HDI: 1,Q1: 4,Q2: 4,Q3: 5,Q4: 6,Top10: 4
538,Country: Spain,Year: 2011,Num of Systems: 6,RMax: 7,RPeak: 6,Total Cores: 9,GDPpC: 7,HDI: 8,Q1: 4,Q2: 5,Q3: 4,Q4: 4,Top10: 4
539,Country: Israel,Year: 2011,Num of Systems: 5,RMax: 8,RPeak: 6,Total Cores: 6,GDPpC: 7,HDI: 6,Q1: 8,Q2: 9,Q3: 9,Q4: 9,Top10: 7
540,Country: Finland,Year: 2011,Num of Systems: 10,RMax: 9,RPeak: 10,Total Cores: 10,GDPpC: 4,HDI: 3,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9
541,Country: Ireland,Year: 2011,Num of Systems: 5,RMax: 9,RPeak: 8,Total Cores: 8,GDPpC: 3,HDI: 5,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
542,Country: Belgium,Year: 2011,Num of Systems: 10,RMax: 10,RPeak: 9,Total Cores: 9,GDPpC: 5,HDI: 4,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 6
543,Country: South Africa,Year: 2011,Num of Systems: 10,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 10,Q1: 10,Q2: 9,Q3: 9,Q4: 8,Top10: 10
544,Country: Singapore,Year: 2011,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 2,HDI: 3,Q1: 9,Q2: 10,Q3: 10,Q4: 10,Top10: 8
545,Country: United States,Year: 2012,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 3,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
546,Country: Japan,Year: 2012,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 3,HDI: 5,Q1: 3,Q2: 2,Q3: 2,Q4: 2,Top10: 3
547,Country: Germany,Year: 2012,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 1,Top10: 2
548,Country: China,Year: 2012,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
549,Country: Italy,Year: 2012,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 6,HDI: 7,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
550,Country: France,Year: 2012,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 7,Q1: 2,Q2: 4,Q3: 3,Q4: 3,Top10: 2
551,Country: United Kingdom,Year: 2012,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 5,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
552,Country: Australia,Year: 2012,Num of Systems: 4,RMax: 3,RPeak: 4,Total Cores: 4,GDPpC: 1,HDI: 1,Q1: 4,Q2: 4,Q3: 5,Q4: 6,Top10: 4
553,Country: Russian Federation,Year: 2012,Num of Systems: 4,RMax: 4,RPeak: 3,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 9,Q2: 7,Q3: 6,Q4: 2,Top10: 9
554,Country: Spain,Year: 2012,Num of Systems: 8,RMax: 6,RPeak: 7,Total Cores: 7,GDPpC: 7,HDI: 7,Q1: 4,Q2: 5,Q3: 5,Q4: 4,Top10: 4
555,Country: Saudi Arabia,Year: 2012,Num of Systems: 7,RMax: 7,RPeak: 5,Total Cores: 5,GDPpC: 7,HDI: 9,Q1: 10,Q2: 10,Q3: 9,Q4: 9,Top10: 10
556,Country: Norway,Year: 2012,Num of Systems: 7,RMax: 6,RPeak: 7,Total Cores: 7,GDPpC: 1,HDI: 1,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9
557,Country: Canada,Year: 2012,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 3,GDPpC: 3,HDI: 4,Q1: 2,Q2: 3,Q3: 4,Q4: 5,Top10: 2
558,Country: South Korea,Year: 2012,Num of Systems: 6,RMax: 5,RPeak: 6,Total Cores: 4,GDPpC: 8,HDI: 6,Q1: 4,Q2: 4,Q3: 4,Q4: 5,Top10: 4
559,Country: Switzerland,Year: 2012,Num of Systems: 6,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 1,HDI: 1,Q1: 5,Q2: 7,Q3: 7,Q4: 7,Top10: 5
560,Country: India,Year: 2012,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 5,Q2: 2,Q3: 1,Q4: 2,Top10: 5
561,Country: Sweden,Year: 2012,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 2,HDI: 3,Q1: 6,Q2: 6,Q3: 7,Q4: 8,Top10: 6
562,Country: Brazil,Year: 2012,Num of Systems: 8,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 9,HDI: 10,Q1: 6,Q2: 5,Q3: 3,Q4: 4,Top10: 7
563,Country: Poland,Year: 2012,Num of Systems: 5,RMax: 7,RPeak: 6,Total Cores: 6,GDPpC: 9,HDI: 8,Q1: 7,Q2: 6,Q3: 6,Q4: 6,Top10: 9
564,Country: Finland,Year: 2012,Num of Systems: 7,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 4,HDI: 3,Q1: 9,Q2: 10,Q3: 10,Q4: 10,Top10: 8
565,Country: Taiwan,Year: 2012,Num of Systems: 6,RMax: 8,RPeak: 8,Total Cores: 8,,,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 6
566,Country: Denmark,Year: 2012,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 2,HDI: 2,Q1: 7,Q2: 8,Q3: 10,Q4: 9,Top10: 7
567,Country: Austria,Year: 2012,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 4,HDI: 5,Q1: 8,Q2: 9,Q3: 8,Q4: 8,Top10: 8
568,Country: Belgium,Year: 2012,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 5,HDI: 4,Q1: 7,Q2: 7,Q3: 7,Q4: 7,Top10: 6
569,Country: Mexico,Year: 2012,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 10,HDI: 9,Q1: 10,Q2: 9,Q3: 8,Q4: 7,Top10: 10
570,Country: Israel,Year: 2012,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 9,GDPpC: 7,HDI: 6,Q1: 8,Q2: 8,Q3: 9,Q4: 10,Top10: 7
571,Country: Slovakia,Year: 2012,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 8,HDI: 8,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
572,Country: China,Year: 2013,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
573,Country: United States,Year: 2013,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 3,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
574,Country: Japan,Year: 2013,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 6,HDI: 6,Q1: 3,Q2: 2,Q3: 2,Q4: 2,Top10: 3
575,Country: Switzerland,Year: 2013,Num of Systems: 5,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 1,HDI: 1,Q1: 5,Q2: 7,Q3: 7,Q4: 7,Top10: 5
576,Country: Germany,Year: 2013,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
577,Country: France,Year: 2013,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 7,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 2
578,Country: Italy,Year: 2013,Num of Systems: 5,RMax: 3,RPeak: 4,Total Cores: 3,GDPpC: 7,HDI: 8,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
579,Country: United Kingdom,Year: 2013,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 6,HDI: 4,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
580,Country: Australia,Year: 2013,Num of Systems: 5,RMax: 4,RPeak: 4,Total Cores: 5,GDPpC: 1,HDI: 2,Q1: 3,Q2: 4,Q3: 5,Q4: 6,Top10: 3
581,Country: Spain,Year: 2013,Num of Systems: 9,RMax: 5,RPeak: 6,Total Cores: 6,GDPpC: 8,HDI: 8,Q1: 4,Q2: 5,Q3: 4,Q4: 3,Top10: 4
582,Country: Russian Federation,Year: 2013,Num of Systems: 4,RMax: 5,RPeak: 3,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 9,Q2: 8,Q3: 5,Q4: 2,Top10: 10
583,Country: India,Year: 2013,Num of Systems: 3,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 10,HDI: 10,Q1: 5,Q2: 2,Q3: 1,Q4: 1,Top10: 5
584,Country: Saudi Arabia,Year: 2013,Num of Systems: 7,RMax: 6,RPeak: 5,Total Cores: 5,GDPpC: 9,HDI: 9,Q1: 10,Q2: 9,Q3: 8,Q4: 9,Top10: 10
585,Country: Sweden,Year: 2013,Num of Systems: 4,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 2,HDI: 4,Q1: 6,Q2: 6,Q3: 8,Q4: 8,Top10: 6
586,Country: Norway,Year: 2013,Num of Systems: 6,RMax: 6,RPeak: 7,Total Cores: 7,GDPpC: 1,HDI: 1,Q1: 9,Q2: 9,Q3: 10,Q4: 9,Top10: 9
587,Country: Canada,Year: 2013,Num of Systems: 3,RMax: 4,RPeak: 5,Total Cores: 3,GDPpC: 3,HDI: 5,Q1: 2,Q2: 3,Q3: 5,Q4: 5,Top10: 2
588,Country: South Korea,Year: 2013,Num of Systems: 3,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 8,HDI: 7,Q1: 5,Q2: 4,Q3: 3,Q4: 5,Top10: 5
589,Country: Poland,Year: 2013,Num of Systems: 9,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 9,HDI: 9,Q1: 8,Q2: 6,Q3: 6,Q4: 5,Top10: 9
590,Country: Brazil,Year: 2013,Num of Systems: 6,RMax: 7,RPeak: 6,Total Cores: 6,GDPpC: 10,HDI: 10,Q1: 6,Q2: 5,Q3: 3,Q4: 4,Top10: 7
591,Country: Hong Kong,Year: 2013,Num of Systems: 8,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 7,HDI: 3,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 9
592,Country: Netherlands,Year: 2013,Num of Systems: 6,RMax: 7,RPeak: 8,Total Cores: 7,GDPpC: 4,HDI: 2,Q1: 4,Q2: 5,Q3: 6,Q4: 6,Top10: 4
593,Country: Finland,Year: 2013,Num of Systems: 8,RMax: 8,RPeak: 9,Total Cores: 9,GDPpC: 4,HDI: 4,Q1: 9,Q2: 10,Q3: 9,Q4: 9,Top10: 8
594,Country: Israel,Year: 2013,Num of Systems: 8,RMax: 9,RPeak: 7,Total Cores: 8,GDPpC: 7,HDI: 7,Q1: 8,Q2: 9,Q3: 9,Q4: 10,Top10: 8
595,Country: Taiwan,Year: 2013,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,,,Q1: 6,Q2: 6,Q3: 6,Q4: 6,Top10: 6
596,Country: Denmark,Year: 2013,Num of Systems: 10,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 2,HDI: 1,Q1: 7,Q2: 8,Q3: 9,Q4: 8,Top10: 7
597,Country: Austria,Year: 2013,Num of Systems: 10,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 4,HDI: 6,Q1: 8,Q2: 8,Q3: 8,Q4: 7,Top10: 8
598,Country: Belgium,Year: 2013,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 5,HDI: 6,Q1: 7,Q2: 7,Q3: 7,Q4: 8,Top10: 6
599,Country: Ireland,Year: 2013,Num of Systems: 7,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 3,HDI: 5,Q1: 10,Q2: 10,Q3: 10,Q4: 10,Top10: 10
600,Country: China,Year: 2014,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
601,Country: United States,Year: 2014,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
602,Country: Japan,Year: 2014,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 6,HDI: 5,Q1: 3,Q2: 2,Q3: 2,Q4: 2,Top10: 3
603,Country: Switzerland,Year: 2014,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 3,GDPpC: 1,HDI: 1,Q1: 5,Q2: 7,Q3: 7,Q4: 7,Top10: 5
604,Country: Germany,Year: 2014,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 4,HDI: 2,Q1: 2,Q2: 2,Q3: 2,Q4: 2,Top10: 2
605,Country: Italy,Year: 2014,Num of Systems: 7,RMax: 3,RPeak: 4,Total Cores: 3,GDPpC: 7,HDI: 8,Q1: 3,Q2: 3,Q3: 4,Q4: 4,Top10: 3
606,Country: France,Year: 2014,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 7,Q1: 2,Q2: 3,Q3: 3,Q4: 3,Top10: 2
607,Country: Russian Federation,Year: 2014,Num of Systems: 4,RMax: 3,RPeak: 3,Total Cores: 4,GDPpC: 9,HDI: 9,Q1: 8,Q2: 7,Q3: 4,Q4: 2,Top10: 9
608,Country: United Kingdom,Year: 2014,Num of Systems: 2,RMax: 2,RPeak: 2,Total Cores: 2,GDPpC: 5,HDI: 3,Q1: 1,Q2: 1,Q3: 2,Q4: 3,Top10: 1
609,Country: Sweden,Year: 2014,Num of Systems: 5,RMax: 5,RPeak: 5,Total Cores: 6,GDPpC: 2,HDI: 3,Q1: 6,Q2: 6,Q3: 8,Q4: 7,Top10: 6
610,Country: Finland,Year: 2014,Num of Systems: 7,RMax: 6,RPeak: 6,Total Cores: 7,GDPpC: 4,HDI: 5,Q1: 9,Q2: 10,Q3: 10,Q4: 10,Top10: 8
611,Country: Australia,Year: 2014,Num of Systems: 3,RMax: 4,RPeak: 3,Total Cores: 3,GDPpC: 2,HDI: 1,Q1: 3,Q2: 4,Q3: 5,Q4: 6,Top10: 3
612,Country: Netherlands,Year: 2014,Num of Systems: 5,RMax: 6,RPeak: 6,Total Cores: 6,GDPpC: 3,HDI: 2,Q1: 5,Q2: 5,Q3: 6,Q4: 6,Top10: 4
613,Country: Spain,Year: 2014,Num of Systems: 8,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 7,HDI: 7,Q1: 4,Q2: 4,Q3: 4,Q4: 3,Top10: 4
614,Country: Saudi Arabia,Year: 2014,Num of Systems: 6,RMax: 5,RPeak: 5,Total Cores: 5,GDPpC: 8,HDI: 8,Q1: 10,Q2: 9,Q3: 8,Q4: 8,Top10: 10
615,Country: India,Year: 2014,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 10,HDI: 10,Q1: 4,Q2: 2,Q3: 1,Q4: 1,Top10: 5
616,Country: Canada,Year: 2014,Num of Systems: 4,RMax: 6,RPeak: 6,Total Cores: 5,GDPpC: 3,HDI: 4,Q1: 2,Q2: 3,Q3: 5,Q4: 5,Top10: 2
617,Country: Austria,Year: 2014,Num of Systems: 10,RMax: 8,RPeak: 8,Total Cores: 8,GDPpC: 3,HDI: 6,Q1: 8,Q2: 8,Q3: 8,Q4: 8,Top10: 7
618,Country: Denmark,Year: 2014,Num of Systems: 8,RMax: 8,RPeak: 8,Total Cores: 9,GDPpC: 1,HDI: 2,Q1: 7,Q2: 8,Q3: 9,Q4: 9,Top10: 7
619,Country: Brazil,Year: 2014,Num of Systems: 6,RMax: 7,RPeak: 7,Total Cores: 6,GDPpC: 9,HDI: 10,Q1: 6,Q2: 5,Q3: 3,Q4: 4,Top10: 6
620,Country: Norway,Year: 2014,Num of Systems: 6,RMax: 7,RPeak: 7,Total Cores: 7,GDPpC: 1,HDI: 1,Q1: 9,Q2: 9,Q3: 9,Q4: 9,Top10: 9
621,Country: South Korea,Year: 2014,Num of Systems: 3,RMax: 4,RPeak: 4,Total Cores: 4,GDPpC: 8,HDI: 6,Q1: 4,Q2: 4,Q3: 3,Q4: 4,Top10: 4
622,Country: Poland,Year: 2014,Num of Systems: 8,RMax: 8,RPeak: 9,Total Cores: 8,GDPpC: 8,HDI: 8,Q1: 7,Q2: 6,Q3: 6,Q4: 5,Top10: 8
623,Country: Hong Kong,Year: 2014,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 9,GDPpC: 6,HDI: 3,Q1: 9,Q2: 10,Q3: 10,Q4: 10,Top10: 9
624,Country: Malaysia,Year: 2014,Num of Systems: 10,RMax: 9,RPeak: 9,Total Cores: 10,GDPpC: 10,HDI: 9,Q1: 10,Q2: 8,Q3: 7,Q4: 6,Top10: 10
625,Country: Belgium,Year: 2014,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 5,HDI: 5,Q1: 7,Q2: 7,Q3: 7,Q4: 8,Top10: 7
626,Country: Hungary,Year: 2014,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 10,GDPpC: 9,HDI: 9,Q1: 10,Q2: 10,Q3: 10,Q4: 9,Top10: 10
627,Country: Israel,Year: 2014,Num of Systems: 7,RMax: 9,RPeak: 8,Total Cores: 8,GDPpC: 6,HDI: 6,Q1: 8,Q2: 9,Q3: 9,Q4: 10,Top10: 8
628,Country: Taiwan,Year: 2014,Num of Systems: 9,RMax: 10,RPeak: 10,Total Cores: 9,,,Q1: 6,Q2: 6,Q3: 6,Q4: 7,Top10: 6
629,Country: China,Year: 2015,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 10,HDI: 10,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
630,Country: United States,Year: 2015,Num of Systems: 1,RMax: 1,RPeak: 1,Total Cores: 1,GDPpC: 2,HDI: 4,Q1: 1,Q2: 1,Q3: 1,Q4: 1,Top10: 1
